,id,projectName,testCase,isFlaky,prediction
58,69.0,Alluxio-alluxio,tachyon.inoderawtabletest.isdirectorytest,0.0,False
66,77.0,Alluxio-alluxio,tachyon.inodefoldertest.addchildrentest,0.0,False
90,103.0,Alluxio-alluxio,tachyon.masterinfotest.createfileperftest,1.0,True
99,112.0,Alluxio-alluxio,tachyon.masterinfotest.deletedirectorywithfilestest,1.0,True
103,116.0,Alluxio-alluxio,tachyon.masterinfotest.getcapacitybytestest,1.0,True
106,119.0,Alluxio-alluxio,tachyon.masterinfotest.lstest,1.0,True
116,133.0,Alluxio-alluxio,tachyon.client.table.rawtabletest.updatemetadatatest,1.0,True
119,138.0,Alluxio-alluxio,tachyon.client.tachyonfstest.createfilewithinvalidpathexceptiontest,1.0,True
126,145.0,Alluxio-alluxio,tachyon.client.tachyonfstest.createrawtablewithinvalidpathexceptiontest2,1.0,True
157,185.0,Alluxio-alluxio,tachyon.client.fileoutstreamtest.writetest1,1.0,True
162,194.0,Alluxio-alluxio,tachyon.client.blockinstreamtest.readtest3,1.0,True
163,195.0,Alluxio-alluxio,tachyon.client.blockinstreamtest.skiptest,1.0,True
1,5.0,Alluxio-alluxio,tachyon.workerservicehandlertest.overcapacityrequestspacetest,1.0,True
2,6.0,Alluxio-alluxio,tachyon.workerservicehandlertest.totalovercapacityrequestspacetest,1.0,True
5,9.0,Alluxio-alluxio,tachyon.workerservicehandlertest.evictiontest,1.0,True
21,30.0,Alluxio-alluxio,tachyon.journaltest.addcheckpointtest,1.0,True
29,40.0,Alluxio-alluxio,tachyon.userinfotest.timeouttest,0.0,False
41,52.0,Alluxio-alluxio,tachyon.inodefiletest.setpintest,0.0,False
49,60.0,Alluxio-alluxio,tachyon.inodefiletest.reverseidtest,0.0,False
62,73.0,Alluxio-alluxio,tachyon.inoderawtabletest.reverseidtest,0.0,False
72,83.0,Alluxio-alluxio,tachyon.inodefoldertest.comparabletest,0.0,False
77,88.0,Alluxio-alluxio,tachyon.inodefoldertest.getidtest,0.0,False
78,89.0,Alluxio-alluxio,tachyon.inodefoldertest.reverseidtest,0.0,False
87,100.0,Alluxio-alluxio,tachyon.masterinfotest.addcheckpointtest,1.0,True
114,131.0,Alluxio-alluxio,tachyon.client.table.rawtabletest.getpathtest,1.0,True
115,132.0,Alluxio-alluxio,tachyon.client.table.rawtabletest.getmetadatatest,1.0,True
122,141.0,Alluxio-alluxio,tachyon.client.tachyonfstest.deletefiletest,1.0,True
135,154.0,Alluxio-alluxio,tachyon.client.tachyonfstest.lockblocktest2,1.0,True
144,165.0,Alluxio-alluxio,tachyon.client.fileinstreamtest.skiptest,1.0,True
150,173.0,Alluxio-alluxio,tachyon.client.remoteblockinstreamtest.readtest6,1.0,True
152,175.0,Alluxio-alluxio,tachyon.client.remoteblockinstreamtest.skiptest,1.0,True
9,15.0,Alluxio-alluxio,tachyon.journaltest.foldertest,1.0,True
10,16.0,Alluxio-alluxio,tachyon.journaltest.foldertest,1.0,True
17,22.0,Alluxio-alluxio,tachyon.journaltest.filefoldertest,1.0,True
26,37.0,Alluxio-alluxio,tachyon.userinfotest.constructorwithexceptiontest,0.0,False
34,45.0,Alluxio-alluxio,tachyon.inodefiletest.inodeinvalidlengthtest,0.0,False
38,49.0,Alluxio-alluxio,tachyon.inodefiletest.inmemorylocationstest,0.0,False
45,56.0,Alluxio-alluxio,tachyon.inodefiletest.isdirectorytest,0.0,False
71,82.0,Alluxio-alluxio,tachyon.inodefoldertest.israwtabletest,0.0,False
81,92.0,Alluxio-alluxio,tachyon.blockinfotest.constructortest,0.0,False
107,120.0,Alluxio-alluxio,tachyon.io.utilstest.writereadstringtest,0.0,False
141,162.0,Alluxio-alluxio,tachyon.client.fileinstreamtest.readtest1,1.0,True
142,163.0,Alluxio-alluxio,tachyon.client.fileinstreamtest.readtest2,1.0,True
146,169.0,Alluxio-alluxio,tachyon.client.remoteblockinstreamtest.readtest2,1.0,True
151,174.0,Alluxio-alluxio,tachyon.client.remoteblockinstreamtest.readtest7,1.0,True
155,180.0,Alluxio-alluxio,tachyon.client.tachyonfiletest.isinmemorytest3,1.0,True
159,189.0,Alluxio-alluxio,tachyon.client.fileoutstreamtest.writetest3,1.0,True
166,200.0,Alluxio-alluxio,tachyon.client.localblockinstreamtest.readtest3,1.0,True
179,216.0,Alluxio-alluxio,tachyon.command.tfsshelltest.copyfromlocallargetest,1.0,True
184,223.0,Alluxio-alluxio,tachyon.masterfaulttolerancetest.getclientstest,1.0,True
6,12.0,Alluxio-alluxio,tachyon.journaltest.emptyimagetest,1.0,True
22,33.0,Alluxio-alluxio,tachyon.dataservertest.readtest,1.0,True
46,57.0,Alluxio-alluxio,tachyon.inodefiletest.isfiletest,0.0,False
47,58.0,Alluxio-alluxio,tachyon.inodefiletest.getinodetypetest,0.0,False
56,67.0,Alluxio-alluxio,tachyon.inoderawtabletest.comparabletest,0.0,False
73,84.0,Alluxio-alluxio,tachyon.inodefoldertest.equalstest,0.0,False
75,86.0,Alluxio-alluxio,tachyon.inodefoldertest.isfiletest,0.0,False
76,87.0,Alluxio-alluxio,tachyon.inodefoldertest.getinodetypetest,0.0,False
82,93.0,Alluxio-alluxio,tachyon.blockinfotest.localtiontest,0.0,False
94,107.0,Alluxio-alluxio,tachyon.masterinfotest.createrawtabletest,1.0,True
101,114.0,Alluxio-alluxio,tachyon.masterinfotest.deletedirectorywithdirectoriestest,1.0,True
105,118.0,Alluxio-alluxio,tachyon.masterinfotest.clientfileinfodirectorytest,1.0,True
112,129.0,Alluxio-alluxio,tachyon.client.table.rawtabletest.getidtest,1.0,True
113,130.0,Alluxio-alluxio,tachyon.client.table.rawtabletest.getnametest,1.0,True
118,137.0,Alluxio-alluxio,tachyon.client.tachyonfstest.createfiletest2,1.0,True
123,142.0,Alluxio-alluxio,tachyon.client.tachyonfstest.createrawtabletestemptymetadata,1.0,True
124,143.0,Alluxio-alluxio,tachyon.client.tachyonfstest.createrawtabletestwithmetadata,1.0,True
160,192.0,Alluxio-alluxio,tachyon.client.blockinstreamtest.readtest1,1.0,True
180,217.0,Alluxio-alluxio,tachyon.command.tfsshelltest.copytolocaltest,1.0,True
16,20.0,Alluxio-alluxio,tachyon.journaltest.manyfiletest,1.0,True
27,38.0,Alluxio-alluxio,tachyon.userinfotest.addownbytestest,0.0,False
61,72.0,Alluxio-alluxio,tachyon.inoderawtabletest.getidtest,0.0,False
64,75.0,Alluxio-alluxio,tachyon.inoderawtabletest.setparentidtest,0.0,False
68,79.0,Alluxio-alluxio,tachyon.inodefoldertest.removechildtest,0.0,False
74,85.0,Alluxio-alluxio,tachyon.inodefoldertest.isdirectorytest,0.0,False
98,111.0,Alluxio-alluxio,tachyon.masterinfotest.deleteemptydirectorytest,1.0,True
100,113.0,Alluxio-alluxio,tachyon.masterinfotest.deletedirectorywithfilestest2,1.0,True
108,121.0,Alluxio-alluxio,tachyon.io.utilstest.writereadbytebuffertest,0.0,False
120,139.0,Alluxio-alluxio,tachyon.client.tachyonfstest.createfilewithfilealreadyexistexceptiontest,1.0,True
125,144.0,Alluxio-alluxio,tachyon.client.tachyonfstest.createrawtablewithinvalidpathexceptiontest1,1.0,True
132,151.0,Alluxio-alluxio,tachyon.client.tachyonfstest.renamefiletest2,1.0,True
138,157.0,Alluxio-alluxio,tachyon.client.tachyonfstest.unlockblocktest1,1.0,True
143,164.0,Alluxio-alluxio,tachyon.client.fileinstreamtest.readtest3,1.0,True
148,171.0,Alluxio-alluxio,tachyon.client.remoteblockinstreamtest.readtest4,1.0,True
156,181.0,Alluxio-alluxio,tachyon.client.tachyonfiletest.writeemptyfiletest,1.0,True
174,211.0,Alluxio-alluxio,tachyon.command.tfsshelltest.rmnotexistingfiletest,1.0,True
176,213.0,Alluxio-alluxio,tachyon.command.tfsshelltest.renametoexistingfiletest,1.0,True
3,7.0,Alluxio-alluxio,tachyon.workerservicehandlertest.returnspacetest,1.0,True
13,17.0,Alluxio-alluxio,tachyon.journaltest.tabletest,1.0,True
25,36.0,Alluxio-alluxio,tachyon.userinfotest.constructortest,0.0,False
33,44.0,Alluxio-alluxio,tachyon.inodefiletest.inodelengthtest,0.0,False
60,71.0,Alluxio-alluxio,tachyon.inoderawtabletest.getinodetypetest,0.0,False
67,78.0,Alluxio-alluxio,tachyon.inodefoldertest.sameidchildrentest,0.0,False
70,81.0,Alluxio-alluxio,tachyon.inodefoldertest.batchremovechildtest,0.0,False
80,91.0,Alluxio-alluxio,tachyon.inodefoldertest.setparentidtest,0.0,False
89,102.0,Alluxio-alluxio,tachyon.masterinfotest.createfiletest,1.0,True
97,110.0,Alluxio-alluxio,tachyon.masterinfotest.deletefiletest,1.0,True
128,147.0,Alluxio-alluxio,tachyon.client.tachyonfstest.createrawtablewithtablecolumnexceptiontest1,1.0,True
136,155.0,Alluxio-alluxio,tachyon.client.tachyonfstest.lockblocktest3,1.0,True
140,159.0,Alluxio-alluxio,tachyon.client.tachyonfstest.unlockblocktest3,1.0,True
149,172.0,Alluxio-alluxio,tachyon.client.remoteblockinstreamtest.readtest5,1.0,True
153,178.0,Alluxio-alluxio,tachyon.client.tachyonfiletest.isinmemorytest,1.0,True
172,209.0,Alluxio-alluxio,tachyon.command.tfsshelltest.mkdirinvalidpathtest,1.0,True
175,212.0,Alluxio-alluxio,tachyon.command.tfsshelltest.renametest,1.0,True
183,220.0,Alluxio-alluxio,tachyon.command.tfsshelltest.locationtest,1.0,True
7,14.0,Alluxio-alluxio,tachyon.journaltest.filetest,1.0,True
14,18.0,Alluxio-alluxio,tachyon.journaltest.tabletest,1.0,True
23,34.0,Alluxio-alluxio,tachyon.dataservertest.readpartialtest1,1.0,True
32,43.0,Alluxio-alluxio,tachyon.commonutilstest.parsememorysizetest,0.0,True
39,50.0,Alluxio-alluxio,tachyon.inodefiletest.inmemorytest,0.0,False
42,53.0,Alluxio-alluxio,tachyon.inodefiletest.setcachetest,0.0,False
44,55.0,Alluxio-alluxio,tachyon.inodefiletest.equalstest,0.0,False
57,68.0,Alluxio-alluxio,tachyon.inoderawtabletest.equalstest,0.0,False
79,90.0,Alluxio-alluxio,tachyon.inodefoldertest.setnametest,0.0,False
88,101.0,Alluxio-alluxio,tachyon.masterinfotest.notfilecheckpointtest,1.0,True
91,104.0,Alluxio-alluxio,tachyon.masterinfotest.createdirectorytest,1.0,True
139,158.0,Alluxio-alluxio,tachyon.client.tachyonfstest.unlockblocktest2,1.0,True
161,193.0,Alluxio-alluxio,tachyon.client.blockinstreamtest.readtest2,1.0,True
164,198.0,Alluxio-alluxio,tachyon.client.localblockinstreamtest.readtest1,1.0,True
170,207.0,Alluxio-alluxio,tachyon.command.tfsshelltest.mkdircomplexpathtest,1.0,True
171,208.0,Alluxio-alluxio,tachyon.command.tfsshelltest.mkdirexistingtest,1.0,True
181,218.0,Alluxio-alluxio,tachyon.command.tfsshelltest.copytolocallargetest,1.0,True
185,224.0,Alluxio-alluxio,tachyon.masterfaulttolerancetest.faulttest,1.0,True
11,16.0,Alluxio-alluxio,tachyon.journaltest.foldertest,1.0,True
18,24.0,Alluxio-alluxio,tachyon.journaltest.renametest,1.0,True
28,39.0,Alluxio-alluxio,tachyon.userinfotest.getuseridtest,0.0,False
31,42.0,Alluxio-alluxio,tachyon.userinfotest.generaltest,0.0,False
37,48.0,Alluxio-alluxio,tachyon.inodefiletest.inmemorylocationstestwithblockinfoexception,0.0,False
51,62.0,Alluxio-alluxio,tachyon.inodefiletest.setparentidtest,0.0,False
54,65.0,Alluxio-alluxio,tachyon.inoderawtabletest.getmetadatatest,0.0,False
59,70.0,Alluxio-alluxio,tachyon.inoderawtabletest.isfiletest,0.0,False
96,109.0,Alluxio-alluxio,tachyon.masterinfotest.toomanycolumnstest,1.0,True
109,124.0,Alluxio-alluxio,tachyon.client.table.rawcolumntest.basictest,1.0,True
110,127.0,Alluxio-alluxio,tachyon.client.table.rawtabletest.rawtableperftest,1.0,True
129,148.0,Alluxio-alluxio,tachyon.client.tachyonfstest.createrawtablewithtablecolumnexceptiontest2,1.0,True
145,168.0,Alluxio-alluxio,tachyon.client.remoteblockinstreamtest.readtest1,1.0,True
147,170.0,Alluxio-alluxio,tachyon.client.remoteblockinstreamtest.readtest3,1.0,True
154,179.0,Alluxio-alluxio,tachyon.client.tachyonfiletest.isinmemorytest2,1.0,True
158,187.0,Alluxio-alluxio,tachyon.client.fileoutstreamtest.writetest2,1.0,True
173,210.0,Alluxio-alluxio,tachyon.command.tfsshelltest.rmtest,1.0,True
177,214.0,Alluxio-alluxio,tachyon.command.tfsshelltest.renameparentdirectorytest,1.0,True
