,id,projectName,test_name,isFlaky,java_keywords,prediction
11,8999.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.optionsempty,0.0,"['final', 'new', 'new', 'public', 'void', 'public', 'void', 'throws']",False
18,9013.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.traceurlempty,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'public', 'void', 'throws']",False
20,9017.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.posturlempty,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'int', 'public', 'void', 'throws']",False
45,9067.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.lastmodifiedheader,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
55,9087.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.headers,0.0,"['final', 'new', 'final', 'new', 'new', 'public', 'void', 'new', 'public', 'void', 'throws']",False
61,9099.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.acceptjson,0.0,"['throws', 'public', 'void', 'throws', 'final', 'new', 'new', 'public', 'void']",False
72,9121.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.receivefile,0.0,"['throws', 'public', 'void', 'throws', 'new', 'public', 'void', 'try', 'catch', 'new', 'new', 'new', 'int', 'while', 'char']",False
76,9126.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.singleverifier,1.0,"['public', 'void']",True
89,9154.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getsingleparameterquoted,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
101,9178.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.malformedintheader,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
113,9202.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.deletewithmappedqueryparams,1.0,"['new', 'final', 'new', 'final', 'new', 'new', 'public', 'void', 'false', 'public', 'void', 'throws']",True
123,9222.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.headwithescapedmappedqueryparams,0.0,"['new', 'final', 'new', 'final', 'new', 'new', 'public', 'void', 'true', 'public', 'void', 'throws']",False
139,9240.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendvarargsqueryparamswithexistingquerystart,0.0,"['public', 'void']",False
140,9241.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendmappedqueryparamswithexistingparams,0.0,"['public', 'void']",False
156,9271.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.uploadprogresssend,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'final', 'new', 'final', 'new', 'new', 'public', 'void', 'long', 'long', 'public', 'void', 'throws']",False
2,8982.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.negativebuffersize,0.0,"['public', 'void']",False
14,9005.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.headurlempty,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'public', 'void', 'throws']",False
22,9021.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postnonemptyfile,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'new', 'int', 'public', 'void', 'throws']",False
47,9071.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.etagheader,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
50,9077.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.contenttypeheader,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
62,9101.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.ifnonematchheader,0.0,"['final', 'new', 'new', 'public', 'void', 'public', 'void', 'throws']",False
67,9111.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postmultipart,0.0,"['final', 'new', 'new', 'public', 'void', 'char', 'new', 'char', 'int', 'try', 'while', 'catch', 'new', 'new', 'new', 'public', 'void', 'throws']",False
70,9117.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.receivewriter,0.0,"['throws', 'public', 'void', 'throws', 'new', 'public', 'void', 'try', 'catch', 'new']",False
80,9136.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.gettooutputcode,0.0,"['throws', 'public', 'void', 'throws', 'new', 'public', 'void', 'new']",False
84,9144.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getnongzippedwithuncompressenabled,0.0,"['new', 'public', 'void', 'if', 'return', 'true', 'public', 'void', 'throws']",False
91,9158.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getmissingparameter,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
110,9196.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getwithvarargsqueryparams,1.0,"['final', 'new', 'final', 'new', 'new', 'public', 'void', 'false', 'public', 'void', 'throws']",True
111,9198.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getwithescapedmappedqueryparams,1.0,"['new', 'final', 'new', 'final', 'new', 'new', 'public', 'void', 'true', 'public', 'void', 'throws']",False
125,9226.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendmappedqueryparamswithnopath,0.0,"['public', 'void', 'throws']",False
136,9237.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendwithnullvaragsqueryparamvalues,0.0,"['null', 'null', 'public', 'void', 'throws']",False
152,9263.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.nullconnectionfactory,0.0,"['new', 'public', 'void', 'null', 'int', 'public', 'void', 'throws']",False
3,8983.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getempty,0.0,"['final', 'new', 'new', 'public', 'void', 'false', 'false', 'int', 'public', 'void', 'throws']",False
15,9007.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.putempty,0.0,"['final', 'new', 'new', 'public', 'void', 'public', 'void', 'throws']",False
17,9011.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.traceempty,0.0,"['final', 'new', 'new', 'public', 'void', 'public', 'void', 'throws']",False
34,9045.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.basicauthentication,0.0,"['final', 'new', 'final', 'new', 'new', 'public', 'void', 'try', 'catch', 'throw', 'new', 'int', 'public', 'void', 'throws']",False
39,9055.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getreaderwithcharset,0.0,"['new', 'public', 'void', 'new', 'public', 'void', 'throws']",False
44,9065.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.expiresheader,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
58,9093.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.numberheader,0.0,"['final', 'new', 'final', 'new', 'new', 'public', 'void', 'null', 'public', 'void', 'throws']",False
90,9156.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getmultipleparametersquoted,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
108,9192.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postwithnumericqueryparams,1.0,"['new', 'final', 'new', 'final', 'new', 'new', 'public', 'void', 'false', 'public', 'void', 'throws']",True
112,9200.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getwithescapedvarargsqueryparams,1.0,"['final', 'new', 'final', 'new', 'new', 'public', 'void', 'true', 'public', 'void', 'throws']",False
127,9228.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendmappedqueryparamswithpath,0.0,"['public', 'void', 'throws']",False
130,9231.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendmultiplevarargsqueryparams,0.0,"['public', 'void', 'throws']",False
132,9233.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendnullvaragsqueryparams,0.0,"['null', 'public', 'void', 'throws']",False
149,9255.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.senddateheaderwithoutcode,0.0,"['throws', 'public', 'void', 'throws', 'final', 'new', 'new', 'public', 'void', 'new', 'false']",False
151,9259.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.customconnectionfactory,0.0,"['new', 'public', 'void', 'new', 'public', 'throws', 'return', 'new', 'public', 'throws', 'throw', 'new', 'int', 'public', 'void', 'throws']",False
159,9280.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.uploadprogresssendreader,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'final', 'new', 'new', 'public', 'void', 'long', 'long', 'new', 'new', 'public', 'void', 'throws']",False
25,9027.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postnonemptybytearray,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'byte', 'int', 'public', 'void', 'throws']",False
26,9029.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postwithlength,0.0,"['final', 'new', 'final', 'new', 'new', 'public', 'void', 'new', 'int', 'int', 'public', 'void', 'throws']",False
40,9057.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getbytes,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
66,9109.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.refererheader,0.0,"['final', 'new', 'new', 'public', 'void', 'public', 'void', 'throws']",False
75,9125.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.verifieraccepts,1.0,"['null', 'null', 'public', 'void']",True
81,9138.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.gettooutputbody,0.0,"['throws', 'public', 'void', 'throws', 'new', 'public', 'void', 'try', 'catch', 'new', 'null']",False
96,9168.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getquotedparameters,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
97,9170.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getmixquotedparameters,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
114,9204.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.deletewithvarargsqueryparams,1.0,"['final', 'new', 'final', 'new', 'new', 'public', 'void', 'false', 'public', 'void', 'throws']",True
115,9206.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.deletewithescapedmappedqueryparams,0.0,"['new', 'final', 'new', 'final', 'new', 'new', 'public', 'void', 'true', 'public', 'void', 'throws']",True
120,9216.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.putwithescapedvarargsqueryparams,0.0,"['final', 'new', 'final', 'new', 'new', 'public', 'void', 'true', 'public', 'void', 'throws']",False
122,9220.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.headwithvaragsqueryparams,0.0,"['final', 'new', 'final', 'new', 'new', 'public', 'void', 'false', 'public', 'void', 'throws']",True
144,9245.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.servererrorcode,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
148,9253.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.sendheaderswithoutcode,0.0,"['throws', 'public', 'void', 'throws', 'final', 'new', 'new', 'public', 'void', 'new', 'false']",False
157,9274.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.uploadprogresssendinputstream,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'new', 'new', 'final', 'new', 'new', 'public', 'void', 'long', 'long', 'public', 'void', 'throws']",False
160,9283.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.nulluploadprogress,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'new', 'int', 'null', 'public', 'void', 'throws']",False
0,8980.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.malformedstringurl,0.0,"['public', 'void']",False
7,8991.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.geturlencodedwithunicode,1.0,"['final', 'new', 'new', 'public', 'void', 'public', 'void', 'throws']",True
21,9019.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postnonemptystring,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'int', 'public', 'void', 'throws']",False
24,9025.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postnonemptyreader,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'new', 'int', 'new', 'public', 'void', 'throws']",False
32,9041.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getwithresponsecharset,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
35,9047.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.basicproxyauthentication,1.0,"['final', 'new', 'false', 'new', 'public', 'void', 'true', 'true', 'public', 'void', 'throws']",False
42,9061.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.noerror,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
43,9063.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.serverheader,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
54,9085.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.cachecontrolheader,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
92,9160.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getparameterfrommissingheader,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
102,9180.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postformasentries,0.0,"['throws', 'public', 'void', 'throws', 'final', 'new', 'new', 'public', 'void', 'new', 'new', 'for', 'int']",False
117,9210.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.putwithmappedqueryparams,0.0,"['new', 'final', 'new', 'final', 'new', 'new', 'public', 'void', 'false', 'public', 'void', 'throws']",False
133,9234.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendemptymappedqueryparams,0.0,"['public', 'void', 'throws']",False
141,9242.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendwithvarargsqueryparamswithexistingparams,0.0,"['public', 'void']",False
150,9257.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.sendintheaderwithoutcode,0.0,"['throws', 'public', 'void', 'throws', 'final', 'new', 'new', 'public', 'void', 'new', 'false']",False
153,9265.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.streamofemptyokresponse,0.0,"['new', 'public', 'void', 'public', 'void', 'throws']",False
9,8995.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.deleteempty,0.0,"['final', 'new', 'new', 'public', 'void', 'public', 'void', 'throws']",False
16,9009.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.puturlempty,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'public', 'void', 'throws']",False
63,9103.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.acceptcharsetheader,0.0,"['final', 'new', 'new', 'public', 'void', 'public', 'void', 'throws']",False
68,9113.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postmultipartwithcontenttype,0.0,"['final', 'new', 'new', 'public', 'void', 'new', 'null', 'public', 'void', 'throws']",False
