,id,nameProject,testCase,isFlaky,predictionStaticApproach,predictionFlakeFlaggerApproach,predictionVocabularyApproach,predictionCombinedApproach
99,6994,logback,ch.qos.logback.classic.loggercontexttest.resettest_lbcore_104,False,False,False,False,False
100,6987,logback,ch.qos.logback.classic.loggercontexttest.testdotdot,False,False,False,False,False
101,6986,logback,ch.qos.logback.classic.loggercontexttest.testempty,False,False,False,False,False
102,6989,logback,ch.qos.logback.classic.loggercontexttest.testloggermultiplechildren,False,False,False,False,False
103,6984,logback,ch.qos.logback.classic.loggercontexttest.testloggerx,False,False,False,False,False
104,6988,logback,ch.qos.logback.classic.loggercontexttest.testloggerxy,False,False,False,False,False
105,6990,logback,ch.qos.logback.classic.loggercontexttest.testmultilevel,False,False,False,False,False
106,6985,logback,ch.qos.logback.classic.loggercontexttest.testnull,False,False,False,False,False
107,6983,logback,ch.qos.logback.classic.loggercontexttest.testrootgetlogger,False,False,False,False,False
108,6991,logback,ch.qos.logback.classic.loggercontexttest.teststatuswithunconfiguredcontext,False,False,False,False,False
109,6993,logback,ch.qos.logback.classic.loggercontexttest.turbofilterstoponreset,False,False,False,False,False
110,7003,logback,ch.qos.logback.classic.loggertest.innerclass_i,False,False,False,False,False
111,7004,logback,ch.qos.logback.classic.loggertest.innerclass_ii,False,False,False,False,False
112,7011,logback,ch.qos.logback.classic.loggertest.setleveltonull_a,False,False,False,False,False
113,7012,logback,ch.qos.logback.classic.loggertest.setleveltonull_b,False,False,False,False,False
114,7013,logback,ch.qos.logback.classic.loggertest.setleveltonull_lbclassic_91,False,False,False,False,False
115,7010,logback,ch.qos.logback.classic.loggertest.setrootleveltonull,False,False,False,False,False
116,6998,logback,ch.qos.logback.classic.loggertest.smoke,False,False,False,False,False
117,7000,logback,ch.qos.logback.classic.loggertest.testadditive,False,False,False,False,False
118,7002,logback,ch.qos.logback.classic.loggertest.testbasicfiltering,False,False,False,False,False
119,7005,logback,ch.qos.logback.classic.loggertest.testenabled_all,False,False,False,False,False
120,7006,logback,ch.qos.logback.classic.loggertest.testenabled_debug,False,False,False,False,False
121,7007,logback,ch.qos.logback.classic.loggertest.testenabled_info,False,False,False,False,False
122,7009,logback,ch.qos.logback.classic.loggertest.testenabledx_off,False,False,False,False,False
123,7008,logback,ch.qos.logback.classic.loggertest.testenabledx_warn,False,False,False,False,False
124,6999,logback,ch.qos.logback.classic.loggertest.testnostart,False,False,False,False,False
125,7001,logback,ch.qos.logback.classic.loggertest.testrootlogger,False,False,False,False,False
126,7144,logback,ch.qos.logback.classic.net.jmsqueueappendertest.testappendfailure,False,False,False,False,False
127,7143,logback,ch.qos.logback.classic.net.jmsqueueappendertest.testappendok,False,False,False,False,False
128,7147,logback,ch.qos.logback.classic.net.jmsqueueappendertest.teststartfails,False,False,False,False,False
129,7145,logback,ch.qos.logback.classic.net.jmsqueueappendertest.teststartminimalinfo,False,False,False,False,False
130,7146,logback,ch.qos.logback.classic.net.jmsqueueappendertest.teststartuserpass,False,False,False,False,False
131,7149,logback,ch.qos.logback.classic.net.jmstopicappendertest.testappendfailure,False,False,False,False,False
132,7148,logback,ch.qos.logback.classic.net.jmstopicappendertest.testappendok,False,False,False,False,False
133,7150,logback,ch.qos.logback.classic.net.jmstopicappendertest.testbuildenvproperties,False,False,False,False,False
134,7152,logback,ch.qos.logback.classic.net.jmstopicappendertest.testbuildenvpropertieswithnullcredentials,False,False,False,False,False
135,7151,logback,ch.qos.logback.classic.net.jmstopicappendertest.testbuildenvpropertieswithnullproviderurl,False,False,False,False,False
136,7153,logback,ch.qos.logback.classic.net.jmstopicappendertest.testbuildenvpropertieswithpkgnull,False,False,False,False,False
137,7156,logback,ch.qos.logback.classic.net.jmstopicappendertest.teststartfails,False,False,False,False,False
138,7154,logback,ch.qos.logback.classic.net.jmstopicappendertest.teststartminimalinfo,False,False,False,False,False
139,7155,logback,ch.qos.logback.classic.net.jmstopicappendertest.teststartuserpass,False,False,False,False,False
140,7191,logback,ch.qos.logback.classic.net.server.remoteappenderstreamclienttest.testwithdisabledlevel,False,False,False,False,False
141,7190,logback,ch.qos.logback.classic.net.server.remoteappenderstreamclienttest.testwithenabledlevel,False,False,False,False,False
142,7185,logback,ch.qos.logback.classic.net.server.serversocketreceivertest.teststartstop,False,False,False,False,False
143,7186,logback,ch.qos.logback.classic.net.server.serversocketreceivertest.teststartwhenalreadystarted,False,False,False,False,False
144,7187,logback,ch.qos.logback.classic.net.server.serversocketreceivertest.teststopthrowsexception,False,False,False,False,False
145,7188,logback,ch.qos.logback.classic.net.server.serversocketreceivertest.teststopwhennotstarted,False,False,False,False,False
146,7189,logback,ch.qos.logback.classic.net.server.sslserversocketreceivertest.testgetserversocketfactory,False,False,False,False,False
147,7168,logback,ch.qos.logback.classic.net.smtpappender_greentest.asynchronoussmoke,False,True,False,True,True
148,7175,logback,ch.qos.logback.classic.net.smtpappender_greentest.buffershouldberesetbetweenmessages,False,False,False,False,False
149,7169,logback,ch.qos.logback.classic.net.smtpappender_greentest.callerdatashouldbecorrectlysetwithasynchronoussending,False,False,False,False,False
150,7171,logback,ch.qos.logback.classic.net.smtpappender_greentest.html,False,False,False,False,False
151,7170,logback,ch.qos.logback.classic.net.smtpappender_greentest.lbclassic_104,True,False,False,False,False
152,7167,logback,ch.qos.logback.classic.net.smtpappender_greentest.synchronoussmoke,True,False,False,False,False
153,7173,logback,ch.qos.logback.classic.net.smtpappender_greentest.testcustombuffersize,True,False,False,True,True
154,7172,logback,ch.qos.logback.classic.net.smtpappender_greentest.testcustomevaluator,True,False,False,True,False
155,7174,logback,ch.qos.logback.classic.net.smtpappender_greentest.testmultipleto,False,False,False,False,False
156,7165,logback,ch.qos.logback.classic.net.smtpappender_subethasmtptest.authenticated,False,False,False,False,False
157,7163,logback,ch.qos.logback.classic.net.smtpappender_subethasmtptest.html,False,False,False,False,False
158,7164,logback,ch.qos.logback.classic.net.smtpappender_subethasmtptest.htmllong,False,True,False,False,False
159,7162,logback,ch.qos.logback.classic.net.smtpappender_subethasmtptest.smoke,False,False,False,False,False
160,7166,logback,ch.qos.logback.classic.net.smtpappender_subethasmtptest.testmultipleto,False,False,False,False,False
161,7182,logback,ch.qos.logback.classic.net.socketreceivertest.testdispatcheventforenabledlevel,False,False,False,False,False
162,7183,logback,ch.qos.logback.classic.net.socketreceivertest.testnodispatcheventfordisabledlevel,False,False,False,False,False
163,7181,logback,ch.qos.logback.classic.net.socketreceivertest.testserverdropsconnection,False,False,False,False,False
164,7180,logback,ch.qos.logback.classic.net.socketreceivertest.testserverslowtoacceptconnection,False,False,False,False,False
165,7177,logback,ch.qos.logback.classic.net.socketreceivertest.teststartnoport,False,False,False,False,False
166,7176,logback,ch.qos.logback.classic.net.socketreceivertest.teststartnoremoteaddress,False,False,False,False,False
167,7179,logback,ch.qos.logback.classic.net.socketreceivertest.teststartstop,False,False,False,False,False
168,7178,logback,ch.qos.logback.classic.net.socketreceivertest.teststartunknownhost,False,False,False,False,False
169,7184,logback,ch.qos.logback.classic.net.sslsocketreceivertest.testusingdefaultconfig,False,False,False,False,False
170,7157,logback,ch.qos.logback.classic.net.syslogappendertest.basic,True,False,False,False,False
171,7160,logback,ch.qos.logback.classic.net.syslogappendertest.large,False,False,False,False,False
172,7161,logback,ch.qos.logback.classic.net.syslogappendertest.lbclassic_50,False,False,False,False,False
173,7158,logback,ch.qos.logback.classic.net.syslogappendertest.suffixpatternwithtag,False,True,False,True,False
174,7159,logback,ch.qos.logback.classic.net.syslogappendertest.texception,False,False,False,False,False
175,7059,logback,ch.qos.logback.classic.pattern.convertertest.contextnameconverter,False,False,False,False,False
176,7060,logback,ch.qos.logback.classic.pattern.convertertest.contextproperty,False,False,False,False,False
177,7055,logback,ch.qos.logback.classic.pattern.convertertest.testcallerdata,False,False,False,False,False
178,7052,logback,ch.qos.logback.classic.pattern.convertertest.testclass,False,False,False,False,False
179,7049,logback,ch.qos.logback.classic.pattern.convertertest.testexception,False,False,False,False,False
180,7054,logback,ch.qos.logback.classic.pattern.convertertest.testfileofcaller,False,False,False,False,False
181,7045,logback,ch.qos.logback.classic.pattern.convertertest.testlevel,False,False,False,False,False
182,7044,logback,ch.qos.logback.classic.pattern.convertertest.testlineofcaller,False,False,False,False,False
183,7048,logback,ch.qos.logback.classic.pattern.convertertest.testlineseparator,False,False,False,False,False
184,7050,logback,ch.qos.logback.classic.pattern.convertertest.testlogger,False,False,False,False,False
185,7058,logback,ch.qos.logback.classic.pattern.convertertest.testmdcconverter,False,False,False,False,False
186,7047,logback,ch.qos.logback.classic.pattern.convertertest.testmessage,False,False,False,False,False
187,7053,logback,ch.qos.logback.classic.pattern.convertertest.testmethodofcaller,False,False,False,False,False
188,7056,logback,ch.qos.logback.classic.pattern.convertertest.testrelativetime,True,False,False,False,False
189,7057,logback,ch.qos.logback.classic.pattern.convertertest.testsyslogstart,False,False,False,False,False
190,7046,logback,ch.qos.logback.classic.pattern.convertertest.testthread,False,False,False,False,False
191,7051,logback,ch.qos.logback.classic.pattern.convertertest.testverylongloggername,False,False,False,False,False
192,7061,logback,ch.qos.logback.classic.pattern.extendedthrowableproxyconvertertest.integration,False,False,False,False,False
193,7063,logback,ch.qos.logback.classic.pattern.extendedthrowableproxyconvertertest.nested,False,False,False,False,False
194,7062,logback,ch.qos.logback.classic.pattern.extendedthrowableproxyconvertertest.smoke,False,False,False,False,False
195,7041,logback,ch.qos.logback.classic.pattern.markerconvertertest.testwithmarker,False,False,False,False,False
196,7040,logback,ch.qos.logback.classic.pattern.markerconvertertest.testwithnullmarker,False,False,False,False,False
197,7042,logback,ch.qos.logback.classic.pattern.markerconvertertest.testwithonechildmarker,False,False,False,False,False
198,7043,logback,ch.qos.logback.classic.pattern.markerconvertertest.testwithseveralchildmarker,False,False,False,False,False
199,7065,logback,ch.qos.logback.classic.pattern.mdcconvertertest.testconvertwithmultipleentries,False,False,False,False,False
200,7064,logback,ch.qos.logback.classic.pattern.mdcconvertertest.testconvertwithoneentry,False,False,False,False,False
201,7035,logback,ch.qos.logback.classic.pattern.rootcausefirstthrowableproxyconvertertest.integration,False,False,False,False,False
202,7037,logback,ch.qos.logback.classic.pattern.rootcausefirstthrowableproxyconvertertest.nested,False,False,False,False,False
203,7036,logback,ch.qos.logback.classic.pattern.rootcausefirstthrowableproxyconvertertest.smoke,False,False,False,False,False
204,7033,logback,ch.qos.logback.classic.pattern.targetlengthbasedclassnameabbreviatortest.test3dot,False,False,False,False,False
205,7030,logback,ch.qos.logback.classic.pattern.targetlengthbasedclassnameabbreviatortest.testnodot,False,False,False,False,False
206,7031,logback,ch.qos.logback.classic.pattern.targetlengthbasedclassnameabbreviatortest.testonedot,False,False,False,False,False
207,7029,logback,ch.qos.logback.classic.pattern.targetlengthbasedclassnameabbreviatortest.testshortname,False,False,False,False,False
208,7032,logback,ch.qos.logback.classic.pattern.targetlengthbasedclassnameabbreviatortest.testtwodot,False,False,False,False,False
209,7034,logback,ch.qos.logback.classic.pattern.targetlengthbasedclassnameabbreviatortest.testxdot,False,False,False,False,False
210,7039,logback,ch.qos.logback.classic.pattern.throwableproxyconvertertest.nested,False,False,False,False,False
211,7038,logback,ch.qos.logback.classic.pattern.throwableproxyconvertertest.smoke,False,False,False,False,False
212,7023,logback,ch.qos.logback.classic.patternlayouttest.cntest,False,False,False,False,False
213,7022,logback,ch.qos.logback.classic.patternlayouttest.contextnametest,False,False,False,False,False
214,7017,logback,ch.qos.logback.classic.patternlayouttest.contextproperty,False,False,False,False,False
215,7021,logback,ch.qos.logback.classic.patternlayouttest.mdcwithdefaultvalue,False,False,False,False,False
216,7026,logback,ch.qos.logback.classic.patternlayouttest.replacewithjoran,False,False,False,False,False
217,7025,logback,ch.qos.logback.classic.patternlayouttest.somekereplace,False,False,False,False,False
218,7016,logback,ch.qos.logback.classic.patternlayouttest.testcompositepattern,False,False,False,False,False
219,7024,logback,ch.qos.logback.classic.patternlayouttest.testconversionrulesupportinpatternlayout,False,False,False,False,False
220,7015,logback,ch.qos.logback.classic.patternlayouttest.testnoexeptionhandler,False,False,False,False,False
221,7018,logback,ch.qos.logback.classic.patternlayouttest.testnopexeptionhandler,False,False,False,False,False
222,7014,logback,ch.qos.logback.classic.patternlayouttest.testok,False,False,False,False,False
223,7020,logback,ch.qos.logback.classic.patternlayouttest.testwithletterscomingfromlog4j,False,False,False,False,False
224,7019,logback,ch.qos.logback.classic.patternlayouttest.testwithparenthesis,False,False,False,False,False
225,7069,logback,ch.qos.logback.classic.selector.contextdetachingscltest.testdetach,False,False,False,False,False
226,7070,logback,ch.qos.logback.classic.selector.contextdetachingscltest.testdetachwithmissingcontext,False,False,False,False,False
227,7068,logback,ch.qos.logback.classic.selector.contextjndiselectortest.defaultcontext,False,False,False,False,False
228,7067,logback,ch.qos.logback.classic.selector.contextjndiselectortest.testcreatecontext,False,False,False,False,False
229,7066,logback,ch.qos.logback.classic.selector.contextjndiselectortest.testgetexistingcontext,False,False,False,False,False
230,7072,logback,ch.qos.logback.classic.sift.mdcbaseddiscriminatortest.nullmdc,True,False,False,False,False
231,7071,logback,ch.qos.logback.classic.sift.mdcbaseddiscriminatortest.smoke,False,False,False,False,False
232,7082,logback,ch.qos.logback.classic.sift.siftingappendertest.compositepropertyshouldcombinewithinandwithoutsiftelement,False,False,False,False,False
233,7077,logback,ch.qos.logback.classic.sift.siftingappendertest.defaultlayoutrule,False,False,False,False,False
234,7080,logback,ch.qos.logback.classic.sift.siftingappendertest.localpropertiesshouldbevisible,False,False,False,False,False
235,7083,logback,ch.qos.logback.classic.sift.siftingappendertest.maxappenderscountpropertyshouldbehonored,False,False,False,False,False
236,7076,logback,ch.qos.logback.classic.sift.siftingappendertest.multiplenesting,False,False,False,False,False
237,7081,logback,ch.qos.logback.classic.sift.siftingappendertest.propertydefinedwithinsiftelementshouldbevisible,False,False,False,False,False
238,7079,logback,ch.qos.logback.classic.sift.siftingappendertest.sessionfinalizationshouldcauselingering,False,False,False,False,False
239,7074,logback,ch.qos.logback.classic.sift.siftingappendertest.smoke,False,False,False,False,False
240,7078,logback,ch.qos.logback.classic.sift.siftingappendertest.testwholecycle,False,False,False,False,False
241,7084,logback,ch.qos.logback.classic.sift.siftingappendertest.timeoutpropertyshouldbehonored,False,False,False,False,False
242,7073,logback,ch.qos.logback.classic.sift.siftingappendertest.unsetdefaultvalueproperty,False,False,False,False,False
243,7075,logback,ch.qos.logback.classic.sift.siftingappendertest.zeronesting,False,False,False,False,False
244,7123,logback,ch.qos.logback.classic.spi.callerdatatest.testbasic,False,False,False,False,False
245,7124,logback,ch.qos.logback.classic.spi.callerdatatest.testdeferredprocessing,False,False,False,False,False
246,7129,logback,ch.qos.logback.classic.spi.contextlistenertest.testlevelchange,False,False,False,False,False
247,7125,logback,ch.qos.logback.classic.spi.contextlistenertest.testnotifyonreset,False,False,False,False,False
248,7128,logback,ch.qos.logback.classic.spi.contextlistenertest.testnotifyonstart,False,False,False,False,False
249,7127,logback,ch.qos.logback.classic.spi.contextlistenertest.testnotifyonstopnotresistant,False,False,False,False,False
250,7126,logback,ch.qos.logback.classic.spi.contextlistenertest.testnotifyonstopresistant,False,False,False,False,False
251,7130,logback,ch.qos.logback.classic.spi.loggercomparatortest.testsmoke,False,False,False,False,False
252,7138,logback,ch.qos.logback.classic.spi.packagingdatacalculatortest.nested,False,False,False,False,False
253,7140,logback,ch.qos.logback.classic.spi.packagingdatacalculatortest.noclassdeffounderror_lbclassic_125test,False,False,False,False,False
254,7139,logback,ch.qos.logback.classic.spi.packagingdatacalculatortest.perftest,True,False,False,False,False
255,7137,logback,ch.qos.logback.classic.spi.packagingdatacalculatortest.smoke,False,False,False,False,False
256,7136,logback,ch.qos.logback.classic.spi.throwableproxytest.multinested,False,False,False,False,False
257,7132,logback,ch.qos.logback.classic.spi.throwableproxytest.nested,False,False,False,False,False
258,7135,logback,ch.qos.logback.classic.spi.throwableproxytest.nullste,False,False,False,False,False
259,7131,logback,ch.qos.logback.classic.spi.throwableproxytest.smoke,False,False,False,False,False
260,7133,logback,ch.qos.logback.classic.spi.throwableproxytest.suppressed,False,False,False,False,False
261,7134,logback,ch.qos.logback.classic.spi.throwableproxytest.suppressedwithcause,False,False,False,False,False
262,7117,logback,ch.qos.logback.classic.turbo.duplicatemessagefiltertest.many,False,False,False,False,False
263,7116,logback,ch.qos.logback.classic.turbo.duplicatemessagefiltertest.memoryloss,False,False,False,False,False
264,7118,logback,ch.qos.logback.classic.turbo.duplicatemessagefiltertest.nullformat,False,False,False,False,False
265,7115,logback,ch.qos.logback.classic.turbo.duplicatemessagefiltertest.smoke,False,False,False,False,False
266,7119,logback,ch.qos.logback.classic.turbo.lrumessagecachetest.testeldestentriesremoval,False,False,False,False,False
267,7121,logback,ch.qos.logback.classic.turbo.markerfiltertest.testbasic,False,False,False,False,False
268,7122,logback,ch.qos.logback.classic.turbo.markerfiltertest.testcomposite,False,False,False,False,False
269,7120,logback,ch.qos.logback.classic.turbo.markerfiltertest.testnomarker,False,False,False,False,False
