id,projectName,testCase,isFlaky,prediction
290,spring-projects-spring-boot,org.springframework.boot.loader.inputargumentsjavaagentdetectortests.singlejavaagent,0.0,False
302,spring-projects-spring-boot,org.springframework.boot.loader.propertieslaunchertests.testuserspecifiedconfigpathwins,0.0,False
314,spring-projects-spring-boot,org.springframework.boot.loader.archive.jarfilearchivetests.geturl,0.0,False
317,spring-projects-spring-boot,org.springframework.boot.loader.archive.jarfilearchivetests.getfilteredarchive,0.0,False
320,spring-projects-spring-boot,org.springframework.boot.loader.archive.explodedarchivetests.geturl,0.0,False
338,spring-projects-spring-boot,org.springframework.boot.loader.jar.jarfiletests.getspecialresourceviaclassloader,0.0,False
350,spring-projects-spring-boot,org.springframework.boot.loader.jar.jarfiletests.getnestedjardirectory,0.0,False
351,spring-projects-spring-boot,org.springframework.boot.loader.jar.jarfiletests.getnestjarentryurl,0.0,False
360,spring-projects-spring-boot,org.springframework.boot.loader.jar.jarfiletests.cannotloadmissingjar,0.0,False
371,spring-projects-spring-boot,org.springframework.boot.loader.data.randomaccessdatafiletests.inputstreamreadpastend,0.0,False
389,spring-projects-spring-boot,org.springframework.boot.loader.data.bytearrayrandomaccessdatatests.testgetinputstream,0.0,False
391,spring-projects-spring-boot,org.springframework.boot.maven.propertiesmergingresourcetransformertests.testprocess,0.0,False
393,spring-projects-spring-boot,org.springframework.boot.maven.propertiesmergingresourcetransformertests.testoutput,0.0,False
397,spring-projects-spring-boot,org.springframework.boot.maven.runargumentstests.parsewithextraspaces,0.0,False
444,spring-projects-spring-boot,sample.actuator.sampleactuatorapplicationtests.testmetrics,0.0,False
465,spring-projects-spring-boot,sample.integration.consumer.sampleintegrationapplicationtests.testvanillaexchange,0.0,False
468,spring-projects-spring-boot,sample.ui.samplegroovytemplateapplicationtests.testcss,0.0,False
471,spring-projects-spring-boot,sample.ui.samplewebuiapplicationtests.testcss,0.0,False
494,spring-projects-spring-boot,sample.ui.secure.samplewebsecurecustomapplicationtests.testcss,0.0,False
501,spring-projects-spring-boot,sample.profile.sampleprofileapplicationtests.testgoodbyeprofilefromcommandline,0.0,False
512,spring-projects-spring-boot,sample.ws.samplewsapplicationtests.testsendingholidayrequest,0.0,False
522,spring-projects-spring-boot,org.springframework.boot.autoconfigure.web.defaulterrorattributestests.unwrapservletexception,0.0,False
527,spring-projects-spring-boot,org.springframework.boot.autoconfigure.web.httpmessageconvertersautoconfigurationtests.noobjectmappermeansnoconverter,0.0,False
531,spring-projects-spring-boot,org.springframework.boot.autoconfigure.web.httpmessageconvertersautoconfigurationtests.nogson,0.0,False
532,spring-projects-spring-boot,org.springframework.boot.autoconfigure.web.httpmessageconvertersautoconfigurationtests.defaultgsonconverter,0.0,False
537,spring-projects-spring-boot,org.springframework.boot.autoconfigure.web.dispatcherservletautoconfigurationtests.servletpath,0.0,False
538,spring-projects-spring-boot,org.springframework.boot.autoconfigure.web.dispatcherservletautoconfigurationtests.multipartconfig,0.0,False
553,spring-projects-spring-boot,org.springframework.boot.autoconfigure.web.webmvcautoconfigurationtests.resourcehandlermapping,0.0,False
559,spring-projects-spring-boot,org.springframework.boot.autoconfigure.web.webmvcautoconfigurationtests.nodateformat,0.0,False
578,spring-projects-spring-boot,org.springframework.boot.autoconfigure.web.embeddedservletcontainerautoconfigurationtests.contextalreadyhasnondispatcherservlet,0.0,False
586,spring-projects-spring-boot,org.springframework.boot.autoconfigure.web.multipartautoconfigurationtests.containerwithautomatedmultipartjettyconfiguration,0.0,False
591,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jta.jtaautoconfigurationtests.bitronixsanitycheck,0.0,False
600,spring-projects-spring-boot,org.springframework.boot.autoconfigure.freemarker.freemarkertemplateavailabilityprovidertests.availabilityoftemplatewithcustomsuffix,0.0,False
621,spring-projects-spring-boot,org.springframework.boot.autoconfigure.groovy.template.groovytemplateautoconfigurationtests.emptytemplatelocation,0.0,False
625,spring-projects-spring-boot,org.springframework.boot.autoconfigure.groovy.template.groovytemplateautoconfigurationtests.customcontenttype,0.0,False
649,spring-projects-spring-boot,org.springframework.boot.autoconfigure.autoconfigurationsortertests.byorderannotation,0.0,False
658,spring-projects-spring-boot,org.springframework.boot.autoconfigure.batch.jobexecutionexitcodegeneratortests.testexitcodeforcompleted,0.0,False
677,spring-projects-spring-boot,org.springframework.boot.autoconfigure.social.twitterautoconfigurationtests.expectedsocialbeanscreated,0.0,False
680,spring-projects-spring-boot,org.springframework.boot.autoconfigure.security.securityautoconfigurationtests.testdisableignoredstaticapplicationpaths,0.0,False
685,spring-projects-spring-boot,org.springframework.boot.autoconfigure.security.securityautoconfigurationtests.testjpacoexistshappily,0.0,False
694,spring-projects-spring-boot,org.springframework.boot.autoconfigure.security.securitypropertiestests.testdefaultpasswordautogeneratedifunresolovedplaceholder,0.0,False
701,spring-projects-spring-boot,org.springframework.boot.autoconfigure.redis.redisautoconfigurationtests.testredisconfigurationwithpool,0.0,False
712,spring-projects-spring-boot,org.springframework.boot.autoconfigure.mail.mailsenderautoconfigurationtests.smpthostwithsettings,0.0,False
713,spring-projects-spring-boot,org.springframework.boot.autoconfigure.mail.mailsenderautoconfigurationtests.smpthostwithjavamailproperties,0.0,False
728,spring-projects-spring-boot,org.springframework.boot.autoconfigure.thymeleaf.thymeleaftemplateavailabilityprovidertests.availabilityoftemplatewithcustomsuffix,0.0,False
752,spring-projects-spring-boot,org.springframework.boot.autoconfigure.amqp.rabbitautoconfigurationtests.enablerabbitautomatically,0.0,False
759,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jackson.jacksonautoconfigurationtests.customdateformatclass,0.0,False
761,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jackson.jacksonautoconfigurationtests.custompropertynamingstrategycamelcasetolowercasewithunderscores,0.0,False
763,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jackson.jacksonautoconfigurationtests.custompropertynamingstrategylowercase,0.0,False
764,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jackson.jacksonautoconfigurationtests.custompropertynamingstrategyclass,0.0,False
767,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jackson.jacksonautoconfigurationtests.enabledeserializationfeature,0.0,False
770,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jackson.jacksonautoconfigurationtests.disablemapperfeature,0.0,False
773,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jackson.jacksonautoconfigurationtests.enablegeneratorfeature,0.0,False
794,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jms.hornetq.hornetqautoconfigurationtests.embeddedconnectionfactory,0.0,False
795,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jms.hornetq.hornetqautoconfigurationtests.embeddedconnectionfactorybydefault,0.0,False
808,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jms.activemq.activemqpropertiestests.getbrokerurlisinmemorybydefault,0.0,False
826,spring-projects-spring-boot,org.springframework.boot.autoconfigure.mobile.sitepreferenceautoconfigurationtests.sitepreferencehandlerinterceptorregistered,0.0,False
860,spring-projects-spring-boot,org.springframework.boot.autoconfigure.velocity.velocityautoconfigurationtests.customcontenttype,0.0,False
879,spring-projects-spring-boot,org.springframework.boot.autoconfigure.logging.autoconfigurationreportlogginginitializertests.canbeusedinnongenericapplicationcontext,0.0,False
885,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jdbc.metadata.datasourcepoolmetadataproviderstests.createwithproviders,0.0,False
889,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jdbc.datasourceinitializertests.testtwodatasources,0.0,False
895,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jdbc.datasourceautoconfigurationtests.testdefaultdatasourceexists,0.0,False
896,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jdbc.datasourceautoconfigurationtests.testdatasourceurlhasembeddeddefault,0.0,False
899,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jdbc.datasourceautoconfigurationtests.testhikariisfallback,0.0,False
901,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jdbc.datasourceautoconfigurationtests.commonsdbcp2isfallback,0.0,False
905,spring-projects-spring-boot,org.springframework.boot.autoconfigure.jdbc.datasourceautoconfigurationtests.testjdbctemplateexists,0.0,False
935,spring-projects-spring-boot,org.springframework.boot.autoconfigure.data.web.springdatawebautoconfigurationtests.autoconfigurationbacksoffinnonwebapplicationcontexts,0.0,False
938,spring-projects-spring-boot,org.springframework.boot.autoconfigure.data.rest.repositoryrestmvcautoconfigurationtests.backoffwithcustomconfiguration,0.0,False
953,spring-projects-spring-boot,org.springframework.boot.autoconfigure.data.elasticsearch.elasticsearchrepositoriesautoconfigurationtests.doesnottriggerdefaultrepositorydetectionifcustomized,0.0,False
964,spring-projects-spring-boot,org.springframework.boot.cli.testcommandintegrationtests.verifyfailures,1.0,True
974,spring-projects-spring-boot,org.springframework.boot.cli.sampleintegrationtests.actuatorsample,1.0,True
975,spring-projects-spring-boot,org.springframework.boot.cli.sampleintegrationtests.httpsample,1.0,True
980,spring-projects-spring-boot,org.springframework.boot.cli.sampleintegrationtests.devicesample,1.0,True
981,spring-projects-spring-boot,org.springframework.boot.cli.sampleintegrationtests.caching,1.0,True
1021,spring-projects-spring-boot,org.springframework.boot.cli.compiler.dependencycustomizertests.allmissingclasseswithallclassesmissingperformsadd,0.0,False
1034,spring-projects-spring-boot,org.springframework.boot.cli.compiler.resolvedependencycoordinatestransformationtests.transformationofannotationonmethod,0.0,False
1050,spring-projects-spring-boot,org.springframework.boot.cli.compiler.grape.settingsxmlrepositorysystemsessionautoconfigurationtests.encryptedsettingssessioncustomization,0.0,False
1055,spring-projects-spring-boot,org.springframework.boot.cli.command.shell.escapeawarewhitespaceargumentdelimitertests.escaped,0.0,False
1056,spring-projects-spring-boot,org.springframework.boot.cli.command.shell.escapeawarewhitespaceargumentdelimitertests.quoted,0.0,False
1059,spring-projects-spring-boot,org.springframework.boot.cli.command.shell.escapeawarewhitespaceargumentdelimitertests.escapedquotes,0.0,False
1062,spring-projects-spring-boot,org.springframework.boot.cli.command.commandrunnerintegrationtests.debugswitchedoffforappargs,0.0,True
1068,spring-projects-spring-boot,org.springframework.boot.cli.command.commandrunnertests.handlesnosuchcommand,0.0,False
1078,spring-projects-spring-boot,org.springframework.boot.cli.command.install.installertests.installnewdependency,0.0,False
1079,spring-projects-spring-boot,org.springframework.boot.cli.command.install.installertests.installanduninstall,0.0,False
1088,spring-projects-spring-boot,org.springframework.boot.cli.command.jar.resourcematchertests.excludedwins,0.0,False
1091,spring-projects-spring-boot,org.springframework.boot.cli.command.jar.resourcematchertests.excludeddeltas,0.0,False
1094,spring-projects-spring-boot,org.springframework.boot.actuate.security.authorizationauditlistenertests.testauthenticationsuccess,0.0,False
1129,spring-projects-spring-boot,org.springframework.boot.actuate.endpoint.configurationpropertiesreportendpointtests.testnaming,0.0,False
1131,spring-projects-spring-boot,org.springframework.boot.actuate.endpoint.configurationpropertiesreportendpointtests.testkeysanitization,0.0,False
1142,spring-projects-spring-boot,org.springframework.boot.actuate.endpoint.mvc.healthmvcendpointtests.securenotcached,0.0,False
1155,spring-projects-spring-boot,org.springframework.boot.actuate.endpoint.jmx.endpointmbeanexportertests.testregistrationtwoendpoints,0.0,False
1160,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.endpointmbeanexportautoconfigurationtests.testendpointmbeanexporterisinstalled,0.0,False
1169,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.metricfilterautoconfigurationtests.recordshttpinteractionswithtemplatevariable,0.0,False
1173,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.metricrepositoryautoconfigurationtests.defaultexecutor,0.0,False
1180,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.shellpropertiestests.testbindingauthifempty,0.0,False
1197,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.shellpropertiestests.testcustomshellproperties,0.0,False
1198,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.healthindicatorautoconfigurationtests.defaulthealthindicator,0.0,False
1204,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.healthindicatorautoconfigurationtests.datasourcehealthindicator,0.0,False
1217,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.crshautoconfigurationtests.testsshconfigurationwithkeypath,0.0,False
1222,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.crshautoconfigurationtests.testjaasauthenticationprovider,0.0,False
1244,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.endpointwebmvcautoconfigurationtests.onsameport,1.0,False
1246,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.endpointwebmvcautoconfigurationtests.ondifferentport,0.0,True
1249,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.endpointwebmvcautoconfigurationtests.specificportsviaproperties,0.0,False
1260,spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.tracerepositoryautoconfigurationtests.skipsifrepositoryexists,0.0,False
1271,spring-projects-spring-boot,org.springframework.boot.actuate.metrics.export.prefixmetricgroupexportertests.onlyprefixedmetricscopied,0.0,False
1279,spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.redismetricrepositorytests.setincrementandget,0.0,False
1292,spring-projects-spring-boot,org.springframework.boot.actuate.metrics.writer.codahalemetricwritertests.setgauge,0.0,False
1301,spring-projects-spring-boot,org.springframework.boot.actuate.metrics.util.inmemoryrepositorytests.updateconcurrent,0.0,False
1302,spring-projects-spring-boot,org.springframework.boot.actuate.metrics.rich.multimetricrichgaugereadertests.countone,0.0,False
1312,spring-projects-spring-boot,org.springframework.boot.actuate.health.compositehealthindicatortests.createwithindicators,0.0,False
1317,spring-projects-spring-boot,org.springframework.boot.actuate.health.rabbithealthindicatortests.indicatorexists,0.0,False
1327,spring-projects-spring-boot,org.springframework.boot.actuate.health.mongohealthindicatortests.indicatorexists,0.0,False
1330,spring-projects-spring-boot,org.springframework.boot.actuate.health.healthtests.statusmustnotbenull,0.0,False
1349,spring-projects-spring-boot,org.springframework.boot.actuate.trace.inmemorytracerepositorytests.capacitylimited,0.0,False
1351,spring-projects-spring-boot,org.springframework.boot.actuate.audit.auditeventtests.testnowevent,0.0,False
1360,spring-projects-spring-boot,org.springframework.boot.jta.bitronix.poolingdatasourcebeantests.sensbiledefaults,0.0,False
1389,spring-projects-spring-boot,org.springframework.boot.springapplicationtests.commandlinepropertysource,0.0,False
1390,spring-projects-spring-boot,org.springframework.boot.springapplicationtests.commandlinepropertysourceenhancesenvironment,0.0,False
1391,spring-projects-spring-boot,org.springframework.boot.springapplicationtests.propertiesfileenhancesenvironment,0.0,False
1410,spring-projects-spring-boot,org.springframework.boot.springapplicationtests.headless,0.0,False
1411,spring-projects-spring-boot,org.springframework.boot.springapplicationtests.headlessfalse,0.0,False
1419,spring-projects-spring-boot,org.springframework.boot.beandefinitionloadertests.loadresourcename,0.0,False
1426,spring-projects-spring-boot,org.springframework.boot.applicationpidtests.writepid,0.0,False
1428,spring-projects-spring-boot,org.springframework.boot.resourcebannertests.renderwithreplacement,0.0,False
1455,spring-projects-spring-boot,org.springframework.boot.context.config.delegatingapplicationcontextinitializertests.noinitializers,0.0,False
1467,spring-projects-spring-boot,org.springframework.boot.context.config.configfileapplicationlistenertests.loadpropertiesfile,0.0,False
1478,spring-projects-spring-boot,org.springframework.boot.context.config.configfileapplicationlistenertests.commandlinewins,0.0,False
1481,spring-projects-spring-boot,org.springframework.boot.context.config.configfileapplicationlistenertests.defaultpropertyasfallbackduringfileparsing,0.0,False
1489,spring-projects-spring-boot,org.springframework.boot.context.config.configfileapplicationlistenertests.yamlsetsprofiles,0.0,False
1512,spring-projects-spring-boot,org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.tomcatconnectorcustomizers,0.0,False
1515,spring-projects-spring-boot,org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.sessiontimeout,0.0,False
1522,spring-projects-spring-boot,org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.addnullconnectorcustomizersthrows,0.0,False
1533,spring-projects-spring-boot,org.springframework.boot.context.embedded.servletregistrationbeantests.disable,0.0,False
1550,spring-projects-spring-boot,org.springframework.boot.context.embedded.embeddedwebapplicationcontexttests.orderedbeaninsertedcorrectly,0.0,False
1551,spring-projects-spring-boot,org.springframework.boot.context.embedded.embeddedwebapplicationcontexttests.multipleservletbeans,0.0,False
1554,spring-projects-spring-boot,org.springframework.boot.context.embedded.embeddedwebapplicationcontexttests.servletcontextinitializerbeans,0.0,False
1564,spring-projects-spring-boot,org.springframework.boot.context.embedded.xmlembeddedwebapplicationcontexttests.createfromresource,0.0,False
1570,spring-projects-spring-boot,org.springframework.boot.context.embedded.filterregistrationbeantests.startupwithdefaults,0.0,False
1572,spring-projects-spring-boot,org.springframework.boot.context.embedded.filterregistrationbeantests.specificname,0.0,False
1576,spring-projects-spring-boot,org.springframework.boot.context.embedded.filterregistrationbeantests.createservletmustnotbenull,0.0,False
1580,spring-projects-spring-boot,org.springframework.boot.context.embedded.filterregistrationbeantests.setservletregistrationbeanreplacesvalue,0.0,False
1591,spring-projects-spring-boot,org.springframework.boot.context.embedded.mimemappingstests.createfrommap,0.0,False
1616,spring-projects-spring-boot,org.springframework.boot.context.embedded.jetty.jettyembeddedservletcontainerfactorytests.wrappedhandlers,0.0,False
1624,spring-projects-spring-boot,org.springframework.boot.context.properties.configurationpropertiesbindingpostprocessortests.placeholderresolutionwithcustomlocation,0.0,False
1627,spring-projects-spring-boot,org.springframework.boot.context.properties.configurationpropertiesbindingpostprocessortests.configurationpropertieswithchararray,0.0,False
1647,spring-projects-spring-boot,org.springframework.boot.builder.springapplicationbuildertests.parentwithdifferentprofile,0.0,False
1650,spring-projects-spring-boot,org.springframework.boot.builder.springapplicationbuildertests.initializerscreatedonce,0.0,False
1652,spring-projects-spring-boot,org.springframework.boot.builder.springapplicationbuildertests.initializersincludedefaults,0.0,False
1657,spring-projects-spring-boot,org.springframework.boot.test.applicationcontexttestutilstests.closenonclosablecontext,0.0,False
1661,spring-projects-spring-boot,org.springframework.boot.test.springapplicationcontextloadertests.environmentpropertiesoverridedefaults,0.0,False
1670,spring-projects-spring-boot,org.springframework.boot.bind.propertiesconfigurationfactorytests.testunknownpropertycausesloadfailure,0.0,False
1671,spring-projects-spring-boot,org.springframework.boot.bind.propertiesconfigurationfactorytests.testmissingpropertycausesvalidationerror,0.0,False
1767,spring-projects-spring-boot,org.springframework.boot.ansi.ansioutputapplicationlistenertests.disabledviaapplcationproperties,0.0,False
1779,spring-projects-spring-boot,org.springframework.boot.logging.logback.logbackloggingsystemtests.testnonexistentconfiglocation,0.0,False
1782,spring-projects-spring-boot,org.springframework.boot.logging.logback.colorconvertertests.faint,0.0,False
1783,spring-projects-spring-boot,org.springframework.boot.logging.logback.colorconvertertests.red,0.0,False
1804,spring-projects-spring-boot,org.springframework.boot.logging.loggingapplicationlistenertests.parsedebugarg,0.0,False
1817,spring-projects-spring-boot,org.springframework.boot.yaml.arraydocumentmatchertests.testmatchessinglevalue,0.0,False
1836,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswithpagesizeandnumber,0.0,False
1841,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswithfields,0.0,False
1848,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswithfields,0.0,False
1849,elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswitherrorfields,0.0,False
1862,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.exception.regexceptionhandlertest.asserthandleexceptionwithcausednonodeexception,0.0,False
1864,elasticjob-elastic-job-lite,io.elasticjob.lite.reg.zookeeper.zookeeperconfigurationtest.assertnewzookeeperconfigurationforserverlistsandnamespace,0.0,False
1875,elasticjob-elastic-job-lite,io.elasticjob.lite.exception.jobstatisticexceptiontest.assertgetcause,0.0,False
1884,elasticjob-elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertmetainfofromwithmetainfo,0.0,False
1905,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindlatesttaskrunningstatisticswhentableisempty,0.0,False
1907,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindjobrunningstatisticswhentableisempty,0.0,False
1908,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindjobrunningstatisticswithdifferentfromdate,0.0,False
1911,elasticjob-elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindjobregisterstatisticswhentableisempty,0.0,False
1928,elasticjob-elastic-job-lite,io.elasticjob.lite.api.strategy.impl.rotateserverbynamejobshardingstrategytest.assertsharding3,0.0,False
1939,elasticjob-elastic-job-lite,io.elasticjob.lite.executor.type.scriptjobexecutortest.assertexecutesuccessformultipleshardingitems,0.0,False
1940,elasticjob-elastic-job-lite,io.elasticjob.lite.executor.type.scriptjobexecutortest.assertexecutesuccessforsingleshardingitems,0.0,False
1951,elasticjob-elastic-job-lite,io.elasticjob.lite.executor.type.simplejobexecutortest.assertexecutewhenrunoncewithmisfire,0.0,False
1956,elasticjob-elastic-job-lite,io.elasticjob.lite.executor.type.dataflowjobexecutortest.assertexecutewhenfetchdataisnotemptyforunstreamingprocessandmultipleshardingitems,0.0,False
1959,elasticjob-elastic-job-lite,io.elasticjob.lite.executor.type.dataflowjobexecutortest.assertexecutewhenfetchdataisnotemptyandprocessfailurewithexceptionforstreamingprocess,0.0,False
1961,elasticjob-elastic-job-lite,io.elasticjob.lite.executor.type.dataflowjobexecutortest.assertexecutewhenfetchdataisnotemptyandisnoteligibleforjobrunningforstreamingprocess,0.0,False
1963,elasticjob-elastic-job-lite,io.elasticjob.lite.executor.jobexecutorfactorytest.assertgetjobexecutorforsimplejob,0.0,False
1973,elasticjob-elastic-job-lite,io.elasticjob.lite.executor.handler.jobpropertiestest.assertjson,0.0,False
1981,elasticjob-elastic-job-lite,io.elasticjob.lite.util.env.iputilstest.assertgethostname,0.0,False
1992,elasticjob-elastic-job-lite,io.elasticjob.lite.util.config.shardingitemstest.asserttoitemsstringwhenempty,0.0,False
2000,elasticjob-elastic-job-lite,io.elasticjob.lite.config.litejobconfigurationtest.assertisnotfailover,0.0,False
2001,elasticjob-elastic-job-lite,io.elasticjob.lite.config.litejobconfigurationtest.assertisfailover,0.0,False
2004,elasticjob-elastic-job-lite,io.elasticjob.lite.config.jobcoreconfigurationtest.assertbuildwhenoptionalparametersisnull,0.0,False
2014,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.sharding.shardingservicetest.assertshardingnecessarywhenmonitorexecutiondisabledanddecreaseshardingtotalcount,0.0,False
2021,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.sharding.shardingservicetest.asserthasnotshardinginfoinofflineservers,0.0,False
2024,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.sharding.shardinglistenermanagertest.assertshardingtotalcountchangedjoblistenerwhenisnotconfigpath,0.0,False
2026,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.sharding.shardinglistenermanagertest.assertshardingtotalcountchangedjoblistenerwhenisconfigpathandcurrentshardingtotalcountisequaltonewshardingtotalcount,0.0,False
2028,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.sharding.shardinglistenermanagertest.assertlistenserverschangedjoblistenerwhenisnotserverstatuspath,0.0,False
2037,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.sharding.executionservicetest.assertclearallrunninginfo,0.0,False
2046,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.sharding.executionservicetest.assertsetmisfire,0.0,False
2055,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.sharding.monitorexecutionlistenermanagertest.assertmonitorexecutionsettingschangedjoblistenerwhenisfailoverpathbutnotupdate,0.0,False
2066,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.listener.listenermanagertest.assertstartalllisteners,0.0,False
2077,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.instance.shutdownlistenermanagertest.assertremovelocalinstancepathforreconnectedregistrycenter,0.0,False
2096,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.storage.jobnodestoragetest.assertcreatejobnodeifneeded,0.0,False
2100,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.storage.jobnodestoragetest.assertremovejobnodeifnotneeded,0.0,False
2104,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.storage.jobnodestoragetest.assertreplacejobnode,0.0,False
2111,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.storage.jobnodepathtest.assertgetservernodepath,0.0,False
2156,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.schedule.jobschedulecontrollertest.assertshutdownjobifshutdown,0.0,False
2179,elasticjob-elastic-job-lite,io.elasticjob.lite.internal.config.litejobconfigurationgsonfactorytest.assertfromjsonforsimplejob,0.0,False
