idProject,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,spaghettiCode,isFlaky
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testVersion,9.0,2.0,0.1111111111111111,0.0,0.0,0,0.0,0,0.0,0.0,29.0,1.0,0.0,0.0,2.0,2.0,0.0,24.0,15.0,47.67080745521918,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testOwner,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,29.0,1.0,0.0,0.0,2.0,2.0,0.0,24.0,15.0,47.67080745521918,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testOrganization,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,29.0,1.0,0.0,0.0,2.0,2.0,0.0,24.0,15.0,47.67080745521918,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testRegistry,6.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,29.0,1.0,0.0,0.0,2.0,2.0,0.0,24.0,15.0,47.67080745521918,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testRegistries,7.0,2.0,0.14285714285714285,2.0,0.0,0,0.0,0,0.0,0.0,29.0,1.0,0.0,0.0,2.0,2.0,0.0,24.0,15.0,47.67080745521918,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testMonitor,7.0,2.0,0.14285714285714285,0.0,0.0,0,0.0,0,0.0,0.0,29.0,1.0,0.0,0.0,2.0,2.0,0.0,24.0,15.0,47.67080745521918,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testDefault,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,29.0,1.0,0.0,0.0,2.0,2.0,0.0,24.0,15.0,47.67080745521918,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ConsumerConfigTest.testTimeout,12.0,2.0,0.08333333333333333,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ConsumerConfigTest.testDefault,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ConsumerConfigTest.testClient,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ArgumentConfigTest.testIndex,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ArgumentConfigTest.testType,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ArgumentConfigTest.testCallback,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ArgumentConfigTest.testArguments,10.0,2.0,0.1,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testProtocol,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testAddress,8.0,2.0,0.125,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testUsername,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testPassword,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testWait,6.0,2.0,0.16666666666666666,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testCheck,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testFile,5.0,2.0,0.0,0.0,3.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testTransporter,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testClient,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testTimeout,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testSession,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testDynamic,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testRegister,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testSubscribe,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testCluster,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testGroup,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testVersion,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testParameters,8.0,2.0,0.125,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testDefault,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,18.0,65.94410963033363,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testProtocol,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testDefault,8.0,2.0,0.125,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testHost,8.0,2.0,0.125,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testPort,8.0,2.0,0.125,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testPath,9.0,2.0,0.2222222222222222,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testContextPath,8.0,2.0,0.125,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testThreads,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testIothreads,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testQueues,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testAccepts,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testCharset,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testPayload,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testBuffer,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testServer,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testClient,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testPrompt,8.0,2.0,0.125,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testDispatcher,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testNetworker,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testWait,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.621371043387192,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ReferenceConfigTest.testInjvm,24.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,1.0,0.0,1.0,2.0,2.0,0.0,24.0,15.0,47.67080745521918,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testName,9.0,2.0,0.2222222222222222,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testHost,8.0,2.0,0.125,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testPort,8.0,2.0,0.125,2.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testPath,12.0,2.0,0.3333333333333333,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testThreads,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testIothreads,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testQueues,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testAccepts,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testAccesslog,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testRegister,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testParameters,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testDefault,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testKeepAlive,5.0,2.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testOptimizer,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testExtension,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,3.0,0.0,39.0,19.0,69.60767127646328,0,0,0,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testName,10.0,2.0,0.2,0.0,0.0,0,0.0,0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,2.0,0.0,28.0,16.0,53.31527216280326,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testVersion,8.0,2.0,0.125,0.0,0.0,0,0.0,0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,2.0,0.0,28.0,16.0,53.31527216280326,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testOwner,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,2.0,0.0,28.0,16.0,53.31527216280326,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testOrganization,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,2.0,0.0,28.0,16.0,53.31527216280326,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testArchitecture,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,2.0,0.0,28.0,16.0,53.31527216280326,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testEnvironment1,9.0,2.0,0.2222222222222222,0.0,0.0,0,0.0,0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,2.0,0.0,28.0,16.0,53.31527216280326,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testEnvironment2,2.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,2.0,0.0,28.0,16.0,53.31527216280326,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testRegistry,9.0,2.0,0.2222222222222222,3.0,0.0,0,0.0,0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,2.0,0.0,28.0,16.0,53.31527216280326,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testMonitor,7.0,2.0,0.14285714285714285,0.0,0.0,0,0.0,0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,2.0,0.0,28.0,16.0,53.31527216280326,0,0,2,0.0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testLogger,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,2.0,0.0,28.0,16.0,53.31527216280326,0,0,2,0.0,FALSE
