id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,spaghettiCode,isFlaky
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testExecutes,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testDeprecated,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testArguments,0.0447761194029851,0.125,0.0822510822510822,0.0454545454545455,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testSticky,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testConvertMethodConfig2AsyncInfo,0.0447761194029851,0.125,0,0,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testOnreturn,0.0746268656716418,0.25,0.104683195592287,0.0227272727272727,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testOnreturnMethod,0.0746268656716418,0.25,0.104683195592287,0.0227272727272727,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testOnthrow,0.0746268656716418,0.125,0.104683195592287,0.0227272727272727,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testOnthrowMethod,0.0746268656716418,0.125,0.104683195592287,0.0227272727272727,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testOninvoke,0.0746268656716418,0.125,0.104683195592287,0.0227272727272727,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testOninvokeMethod,0.0746268656716418,0.125,0.104683195592287,0.0227272727272727,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.MethodConfigTest.testReturn,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testName2,0.0597014925373134,0.125,0.127946127946128,0,0,0,0,0,0,0,0.00433168316831683,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.00204646683519923,0.00884955752212389,0.00438412549495214,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testVersion,0.0597014925373134,0.125,0.063973063973064,0,0,0,0,0,0,0,0.00433168316831683,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.00204646683519923,0.00884955752212389,0.00438412549495214,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testOwner,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00433168316831683,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.00204646683519923,0.00884955752212389,0.00438412549495214,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testOrganization,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00433168316831683,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.00204646683519923,0.00884955752212389,0.00438412549495214,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testRegistry,0.0373134328358209,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00433168316831683,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.00204646683519923,0.00884955752212389,0.00438412549495214,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testRegistries,0.0447761194029851,0.125,0.0822510822510822,0.0454545454545455,0,0,0,0,0,0,0.00433168316831683,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.00204646683519923,0.00884955752212389,0.00438412549495214,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testMonitor,0.0447761194029851,0.125,0.0822510822510822,0,0,0,0,0,0,0,0.00433168316831683,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.00204646683519923,0.00884955752212389,0.00438412549495214,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ModuleConfigTest.testDefault,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00433168316831683,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.00204646683519923,0.00884955752212389,0.00438412549495214,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ConsumerConfigTest.testTimeout,0.082089552238806,0.125,0.047979797979798,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ConsumerConfigTest.testDefault,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ConsumerConfigTest.testClient,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ArgumentConfigTest.testIndex,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ArgumentConfigTest.testType,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ArgumentConfigTest.testCallback,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ArgumentConfigTest.testArguments,0.0671641791044776,0.125,0.0575757575757576,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testProtocol,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testAddress,0.0522388059701493,0.125,0.071969696969697,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testUsername,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testPassword,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testWait,0.0373134328358209,0.125,0.095959595959596,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testCheck,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testFile,0.0298507462686567,0.125,0,0,0.3,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testTransporter,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testClient,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testTimeout,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testSession,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testDynamic,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testRegister,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testSubscribe,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testCluster,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testGroup,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testVersion,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testParameters,0.0522388059701493,0.125,0.071969696969697,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.RegistryConfigTest.testDefault,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0121681415929204,0.00673695298301725,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testProtocol,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testDefault,0.0522388059701493,0.125,0.071969696969697,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testHost,0.0522388059701493,0.125,0.071969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testPort,0.0522388059701493,0.125,0.071969696969697,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testPath,0.0597014925373134,0.125,0.127946127946128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testContextPath,0.0522388059701493,0.125,0.071969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testThreads,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testIothreads,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testQueues,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testAccepts,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testCharset,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testPayload,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testBuffer,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testServer,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testClient,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testPrompt,0.0522388059701493,0.125,0.071969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testDispatcher,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testNetworker,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProviderConfigTest.testWait,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ReferenceConfigTest.testInjvm,0.171641791044776,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.00010911074740862,0,0.0108695652173913,0.00467289719626168,0.00378787878787879,0,0.00204646683519923,0.00884955752212389,0.00438412549495214,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testName,0.0597014925373134,0.125,0.127946127946128,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testHost,0.0522388059701493,0.125,0.071969696969697,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testPort,0.0522388059701493,0.125,0.071969696969697,0.0454545454545455,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testPath,0.082089552238806,0.125,0.191919191919192,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testThreads,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testIothreads,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testQueues,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testAccepts,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testAccesslog,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testRegister,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testParameters,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testDefault,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testKeepAlive,0.0298507462686567,0.125,0,0.0227272727272727,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testOptimizer,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ProtocolConfigTest.testExtension,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00680693069306931,0.000327332242225859,0,0,0.00700934579439252,0.00568181818181818,0,0.00385217286625737,0.0132743362831858,0.00720866457967512,0,0,0,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testName,0.0671641791044776,0.125,0.115151515151515,0,0,0,0,0,0,0,0.00495049504950495,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.0025279884434814,0.00995575221238938,0.00511089351926157,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testVersion,0.0522388059701493,0.125,0.071969696969697,0,0,0,0,0,0,0,0.00495049504950495,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.0025279884434814,0.00995575221238938,0.00511089351926157,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testOwner,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00495049504950495,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.0025279884434814,0.00995575221238938,0.00511089351926157,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testOrganization,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00495049504950495,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.0025279884434814,0.00995575221238938,0.00511089351926157,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testArchitecture,0.0298507462686567,0.125,0,0,0,0,0,0,0,0,0.00495049504950495,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.0025279884434814,0.00995575221238938,0.00511089351926157,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testEnvironment1,0.0597014925373134,0.125,0.127946127946128,0,0,0,0,0,0,0,0.00495049504950495,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.0025279884434814,0.00995575221238938,0.00511089351926157,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testEnvironment2,0.00746268656716418,0.125,0,0,0,0,0,0,0,0,0.00495049504950495,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.0025279884434814,0.00995575221238938,0.00511089351926157,0,0,1,0,FALSE
7,incubator-dubbo,org.apache.dubbo.config.ApplicationConfigTest.testRegistry,0.0597014925373134,0.125,0.127946127946128,0.0681818181818182,0,0,0,0,0,0,0.00495049504950495,0.00010911074740862,0,0,0.00467289719626168,0.00378787878787879,0,0.0025279884434814,0.00995575221238938,0.00511089351926157,0,0,1,0,FALSE
