,id,projectName,testCase,isFlaky,prediction
165,6264.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.clientconfiguredcustomcontentencoding,1.0,False
174,6276.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.digestauthentication,1.0,False
199,6306.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.redirectedfromhttptohttpsfollowingprotocolredirects,0.0,False
220,6329.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.setchunkedencodingasrequestproperty,0.0,False
221,6330.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.connectioncloseinrequest,1.0,True
222,6331.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.connectioncloseinresponse,0.0,False
228,6337.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.flushafterstreamtransmittedwithfixedlength,0.0,False
229,6338.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.flushafterstreamtransmittedwithnolengthheaders,0.0,False
248,6362.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.inputstreamavailablewithnolengthheaders,1.0,False
255,6371.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.fullybufferedpostistooshort,1.0,False
261,6385.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.customauthenticator,0.0,False
277,6432.0,square-okhttp,com.squareup.okhttp.internal.http.statuslinetest.emptymessage,0.0,False
280,6435.0,square-okhttp,com.squareup.okhttp.internal.http.statuslinetest.missingprotocol,0.0,False
281,6436.0,square-okhttp,com.squareup.okhttp.internal.http.statuslinetest.protocolversions,0.0,False
301,6463.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.serverdisconnectsprematurelywithcontentlengthheader,0.0,False
304,6467.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.clientprematuredisconnectwithcontentlengthheader,1.0,False
323,6487.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.responsecachecancache,0.0,True
326,6491.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.etag,1.0,False
337,6502.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.nonidentityencodingandconditionalcache,0.0,False
358,6525.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.authorizationresponsecachedwithmustrevalidate,1.0,True
360,6528.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.usecachesfalsedoesnotwritetocache,0.0,True
379,6579.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.responsecaching_410,1.0,False
392,6599.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.serverdisconnectsprematurelywithcontentlengthheader,0.0,False
395,6603.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.clientprematuredisconnectwithcontentlengthheader,0.0,True
398,6607.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.defaultexpirationdatefullycachedforlessthan24hours,0.0,False
416,6625.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.requestmethodheadisnotcached,0.0,False
420,6629.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.requestmethodtraceisnotcached,0.0,False
437,6648.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.nonidentityencodingandfullcache,0.0,False
438,6650.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.notmodifiedspecifiesencoding,0.0,False
442,6654.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.requestmaxstale,0.0,False
443,6655.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.requestmaxstalenothonoredwithmustrevalidate,0.0,False
446,6658.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.requestonlyifcachedwithconditionalresponsecached,0.0,False
455,6668.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.authorizationrequestheaderpreventscaching,0.0,False
458,6671.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.authorizationresponsecachedwithmustrevalidate,0.0,False
461,6675.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.usecachesfalsedoesnotreadfromcache,0.0,False
464,6678.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.statisticsconditionalcachemiss,1.0,False
477,6691.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.varyasterisk,0.0,False
514,6758.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.clientpingsserverhttp2,0.0,False
516,6760.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.unexpectedpingisnotreturned,0.0,True
524,6768.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.serverclosesclientoutputstream,0.0,False
527,6771.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.serverclosesclientinputstream,1.0,False
552,6794.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.serversendsemptydataclientdoesntsendwindowupdate,0.0,False
611,6888.0,square-okhttp,com.squareup.okhttp.internal.spdy.hpackdraft05test.writemultibyteint,0.0,False
655,6948.0,square-okhttp,okio.okbuffertest.writeprefixdoesntsplitbutrequirescompact,0.0,False
671,6964.0,square-okhttp,okio.okbuffertest.readint,0.0,False
677,6970.0,square-okhttp,okio.okbuffertest.clonedoesnotobservewritestooriginal,0.0,False
678,6971.0,square-okhttp,okio.okbuffertest.clonedoesnotobservereadsfromoriginal,0.0,False
681,6974.0,square-okhttp,okio.okbuffertest.clonemultiplesegments,0.0,False
691,6983.0,square-okhttp,okio.inflatersourcetest.inflatepoorlycompressed,0.0,False
696,6991.0,square-okhttp,okio.gzipsourcetest.gunzip_withhcrc,0.0,False
697,6992.0,square-okhttp,okio.gzipsourcetest.gunzip_withextra,0.0,False
699,6994.0,square-okhttp,okio.gzipsourcetest.gunzip_withcomment,0.0,False
704,7000.0,square-okhttp,okio.gzipsourcetest.gunzipexhaustssource,0.0,False
720,7018.0,square-okhttp,okio.bytestringtest.decodebase64withwhitespace,0.0,False
725,7023.0,square-okhttp,okio.bytestringtest.tostringonemptybytestring,0.0,False
735,7038.0,square-okhttp,okio.realbufferedsinktest.outputstreamfromsink,0.0,False
751,7057.0,square-okhttp,com.squareup.okhttp.apache.okapacheclienttest.redirect,0.0,False
755,7061.0,square-okhttp,com.squareup.okhttp.apache.okapacheclienttest.postbyteentity,0.0,False
776,7084.0,square-okhttp,com.squareup.okhttp.curl.maintest.put,0.0,False
8,6053.0,square-okhttp,com.squareup.okhttp.internal.bitarraytest.shiftleftexpandsdata_variablecapacity,0.0,True
14,6060.0,square-okhttp,com.squareup.okhttp.requesttest.string,0.0,False
16,6062.0,square-okhttp,com.squareup.okhttp.requesttest.stringwithnondefaultcharsetspecified,0.0,False
18,6064.0,square-okhttp,com.squareup.okhttp.requesttest.file,0.0,False
21,6069.0,square-okhttp,com.squareup.okhttp.dispatchertest.enqueuedjobsrunimmediately,0.0,False
26,6074.0,square-okhttp,com.squareup.okhttp.dispatchertest.oldjobfinishesnewjobcanrundifferenthost,0.0,False
39,6091.0,square-okhttp,com.squareup.okhttp.asyncapitest.follow20redirects,0.0,False
45,6104.0,square-okhttp,com.squareup.okhttp.connectionpooltest.poolsinglehttpconnection,0.0,False
63,6122.0,square-okhttp,com.squareup.okhttp.connectionpooltest.evictallconnections,0.0,False
64,6124.0,square-okhttp,com.squareup.okhttp.mediatypetest.testparse,0.0,False
67,6127.0,square-okhttp,com.squareup.okhttp.mediatypetest.testparsewithspecialcharacters,0.0,False
73,6133.0,square-okhttp,com.squareup.okhttp.mediatypetest.testdefaultcharset,0.0,False
77,6145.0,square-okhttp,com.squareup.okhttp.internal.http.responsecacheadaptertest.put_requestchangesforbidden,0.0,False
97,6183.0,square-okhttp,com.squareup.okhttp.internal.http.routeselectortest.sslerroraddsonlyfailedtlsmodetofailedroute,0.0,False
98,6184.0,square-okhttp,com.squareup.okhttp.internal.http.routeselectortest.multipleproxiesmultipleinetaddressesmultipletlsmodes,0.0,False
105,6195.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.serversendsinvalidcodenotanumber,0.0,True
120,6211.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.invalidhost,0.0,False
130,6223.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.connectviahttpsreusingconnections,0.0,False
141,6235.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.connectviahttpproxytohttpsusinghttpproxysystemproperty,0.0,True
143,6238.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.connectviahttpproxytohttpsusingproxysystemproperty,0.0,True
145,6241.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.connectviahttpproxytohttpsusingbadproxyandhttpresponsecache,1.0,False
150,6247.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.disconnectedconnection,1.0,False
190,6296.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.authenticatewithget,0.0,False
192,6298.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.redirectedwithchunkedencoding,1.0,True
193,6299.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.redirectedwithcontentlengthheader,0.0,True
200,6307.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.redirecttoanotheroriginserver,1.0,True
204,6308.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.redirecttoanotheroriginserverwithhttps,0.0,False
209,6316.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.response303seeotherwithpost,1.0,True
223,6332.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.connectionclosewithredirect,0.0,True
246,6360.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.inputstreamavailablewithchunkedencoding,0.0,True
256,6372.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.fullybufferedpostistoolong,1.0,False
259,6380.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.emptyrequestheadernameisstrict,0.0,True
267,6392.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.zerolengthput,1.0,True
286,6442.0,square-okhttp,com.squareup.okhttp.internal.http.headerstest.readnamevalueblockdropsforbiddenheadersspdy3,0.0,False
295,6455.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.cachereturnsinsecureresponseforsecurerequest,0.0,False
311,6475.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.expirationdateinthepastwithlastmodifiedheader,0.0,False
313,6477.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.expirationdateinthefuture,0.0,True
316,6480.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.maxageinthepastwithdateheaderbutnolastmodifiedheader,0.0,True
321,6485.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.maxagepreferredoverlowersharedmaxage,1.0,False
329,6494.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.cachecontrolnocache,0.0,True
331,6496.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.pragmanocache,0.0,True
342,6508.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.requestminfresh,0.0,True
364,6532.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.cachecanusecriteriabesidesvariantobeyed,1.0,False
366,6534.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.getheadersreturnsnetworkendtoendheaders,0.0,False
380,6581.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.responsecachecallbackapis,0.0,False
409,6618.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.maxageinthefuturewithnodateheader,0.0,False
412,6621.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.maxagepreferredoverlowersharedmaxage,0.0,False
430,6641.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.pragmanocache,0.0,False
496,6734.0,square-okhttp,com.squareup.okhttp.internal.tls.hostnameverifiertest.verifysubjectaltonly,0.0,False
498,6736.0,square-okhttp,com.squareup.okhttp.internal.tls.hostnameverifiertest.verifywilcardcn,0.0,False
499,6737.0,square-okhttp,com.squareup.okhttp.internal.tls.hostnameverifiertest.verifywilcardcnontld,0.0,False
502,6741.0,square-okhttp,com.squareup.okhttp.internal.tls.hostnameverifiertest.wildcardsdoesnotneedtwodots,0.0,False
525,6769.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.clientclosesclientinputstream,0.0,False
534,6778.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.receivegoaway,1.0,True
548,6790.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.readsendswindowupdate,1.0,True
553,6794.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.serversendsemptydataclientdoesntsendwindowupdate,0.0,False
576,6832.0,square-okhttp,com.squareup.okhttp.internal.spdy.http20draft09test.pushpromise,0.0,False
578,6833.0,square-okhttp,com.squareup.okhttp.internal.spdy.http20draft09test.pushpromise,0.0,False
584,6836.0,square-okhttp,com.squareup.okhttp.internal.spdy.http20draft09test.readrststreamframe,0.0,False
591,6848.0,square-okhttp,com.squareup.okhttp.internal.spdy.http20draft09test.goawaywithoutdebugdataroundtrip,0.0,False
604,6869.0,square-okhttp,com.squareup.okhttp.internal.spdy.hpackdraft05test.toggleindex,0.0,False
613,6890.0,square-okhttp,com.squareup.okhttp.internal.spdy.hpackdraft05test.prefixmask,0.0,False
620,6905.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdy3test.goawayroundtrip,0.0,False
628,6919.0,square-okhttp,okio.realbufferedsourcetest.inputstreamfromsourcebounds,0.0,False
651,6943.0,square-okhttp,okio.okbuffertest.movebytesbetweenbuffersmultiplesegments,0.0,False
661,6954.0,square-okhttp,okio.okbuffertest.indexofwithoffset,0.0,False
674,6967.0,square-okhttp,okio.okbuffertest.getbyteofemptybuffer,0.0,False
680,6973.0,square-okhttp,okio.okbuffertest.originaldoesnotobservereadsfromclone,0.0,False
693,6990.0,square-okhttp,okio.gzipsourcetest.gunzip,0.0,False
717,7015.0,square-okhttp,okio.bytestringtest.encodebase64,0.0,False
723,7021.0,square-okhttp,okio.bytestringtest.decodehexoddnumberofchars,0.0,False
730,7029.0,square-okhttp,okio.deflatersinktest.deflatewellcompressed,0.0,False
766,7073.0,square-okhttp,com.squareup.okhttp.mockwebserver.mockwebservertest.testexpect100continuewithbody,0.0,False
767,7074.0,square-okhttp,com.squareup.okhttp.mockwebserver.mockwebservertest.testexpect100continuewithnobody,0.0,False
769,7076.0,square-okhttp,com.squareup.okhttp.mockwebserver.mockwebservertest.testredirect,0.0,False
774,7082.0,square-okhttp,com.squareup.okhttp.mockwebserver.mockwebservertest.teststreamingresponsebody,0.0,False
777,7085.0,square-okhttp,com.squareup.okhttp.curl.maintest.datapost,0.0,False
778,7086.0,square-okhttp,com.squareup.okhttp.curl.maintest.dataput,0.0,False
781,7089.0,square-okhttp,com.squareup.okhttp.curl.maintest.useragent,0.0,False
10,6055.0,square-okhttp,com.squareup.okhttp.internal.bitarraytest.shiftleftacrossoffset_variablecapacity,0.0,False
22,6070.0,square-okhttp,com.squareup.okhttp.dispatchertest.maxrequestsenforced,0.0,False
23,6071.0,square-okhttp,com.squareup.okhttp.dispatchertest.maxperhostenforced,0.0,False
43,6098.0,square-okhttp,com.squareup.okhttp.asyncapitest.connectionreusewhenresponsebodyconsumed,0.0,False
71,6131.0,square-okhttp,com.squareup.okhttp.mediatypetest.testillegalcharsetname,0.0,False
82,6157.0,square-okhttp,com.squareup.okhttp.internal.http.responsecacheadaptertest.put_accessiblerequestinfo_post,0.0,False
91,6177.0,square-okhttp,com.squareup.okhttp.internal.http.routeselectortest.proxyselectorreturnsnull,0.0,False
94,6180.0,square-okhttp,com.squareup.okhttp.internal.http.routeselectortest.proxyselectordirectconnectionsareskipped,0.0,False
100,6190.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.requestheaders,0.0,True
103,6193.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.serversendsinvalidresponseheaders,0.0,True
112,6203.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.geterrorstreamonunsuccessfulrequest,0.0,False
114,6205.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.bug10100,0.0,False
115,6206.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.connectionsarepooled,0.0,False
146,6243.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.proxyconnectincludesproxyheadersonly,0.0,False
156,6255.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.unauthorizedresponsehandling,1.0,True
218,6327.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.httpswithcustomtrustmanager,0.0,False
224,6333.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.sameconnectionredirectandreuse,0.0,False
226,6335.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.singlebytereadissigned,1.0,False
234,6344.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.responsecachereturnsnulloutputstream,1.0,False
236,6350.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.getcontent,1.0,True
243,6357.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.getcontenttypeconnects,0.0,True
274,6400.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.notransparentgzipfor304notmodified,0.0,False
291,6450.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.responsecachingandinputstreamskipwithfixedlength,0.0,True
292,6451.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.responsecachingandinputstreamskipwithchunkedencoding,1.0,True
293,6452.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.responsecachingandinputstreamskipwithnolengthheaders,0.0,True
302,6464.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.serverdisconnectsprematurelywithchunkedencoding,0.0,True
307,6471.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.defaultexpirationdatefullycachedforlessthan24hours,0.0,False
309,6473.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.defaultexpirationdatefullycachedformorethan24hours,0.0,False
322,6486.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.maxagepreferredoverhighermaxage,0.0,True
348,6514.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.requestonlyifcachedwithunhelpfulresponsecached,0.0,False
354,6521.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.clientsuppliedconditionwithoutcachedresult,1.0,False
362,6530.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.defaultusecachessetsinitialvalueonly,0.0,False
375,6544.0,square-okhttp,com.squareup.okhttp.internal.http.responsecachetest.responsesourceheaderfetched,0.0,False
378,6578.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.originserversends407,0.0,True
383,6588.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.responsecachingandinputstreamskipwithchunkedencoding,0.0,False
389,6595.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.secureresponsecachingandredirects,0.0,False
390,6596.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.secureresponsecachingandprotocolredirects,0.0,False
393,6600.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.serverdisconnectsprematurelywithchunkedencoding,0.0,False
396,6604.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.clientprematuredisconnectwithchunkedencoding,1.0,False
400,6609.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.defaultexpirationdatefullycachedformorethan24hours,0.0,False
408,6617.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.maxageinthefuturewithdateheader,0.0,False
414,6623.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.requestmethodoptionsisnotcached,0.0,False
426,6637.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.etagandexpirationdateinthepast,0.0,False
431,6642.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.pragmanocacheandexpirationdateinthefuture,0.0,False
462,6676.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.defaultusecachessetsinitialvalueonly,0.0,False
468,6682.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.varymatchesunchangedrequestheaderfield,0.0,False
471,6685.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.varymatchesremovedrequestheaderfield,0.0,False
479,6693.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.cachepluscookies,0.0,False
481,6695.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.getheadersreturnscachedhopbyhopheaders,0.0,False
483,6697.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.getheadersretainscached200levelwarnings,0.0,False
489,6704.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.responsesourceheaderfetched,1.0,False
490,6705.0,square-okhttp,com.squareup.okhttp.internal.http.httpresponsecachetest.emptyresponseheadernamefromcacheislenient,0.0,True
504,6743.0,square-okhttp,com.squareup.okhttp.internal.tls.hostnameverifiertest.subjectaltnamewithwildcard,0.0,False
518,6762.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.peerhttp2clientdisablespush,0.0,False
535,6780.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.receivegoaway,1.0,True
540,6783.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.close,0.0,False
557,6797.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.clientsendsemptydataserverdoesntsendwindowupdate,0.0,False
560,6798.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.writeawaitswindowupdate,0.0,False
561,6799.0,square-okhttp,com.squareup.okhttp.internal.spdy.spdyconnectiontest.initialsettingswithwindowsizeadjustsconnection,1.0,False
570,6825.0,square-okhttp,com.squareup.okhttp.internal.spdy.http20draft09test.unknownframetypeignored,0.0,False
579,6833.0,square-okhttp,com.squareup.okhttp.internal.spdy.http20draft09test.pushpromise,0.0,False
592,6850.0,square-okhttp,com.squareup.okhttp.internal.spdy.http20draft09test.goawaywithdebugdataroundtrip,0.0,False
593,6852.0,square-okhttp,com.squareup.okhttp.internal.spdy.http20draft09test.framesizeerror,0.0,False
598,6863.0,square-okhttp,com.squareup.okhttp.internal.spdy.hpackdraft05test.dynamicallygrowsbeyond64entries,0.0,False
601,6866.0,square-okhttp,com.squareup.okhttp.internal.spdy.hpackdraft05test.literalheaderfieldwithoutindexingnewname,0.0,False
616,6893.0,square-okhttp,com.squareup.okhttp.internal.spdy.hpackdraft05test.headername,0.0,False
653,6946.0,square-okhttp,okio.okbuffertest.writesplitsourcebufferright,0.0,False
657,6950.0,square-okhttp,okio.okbuffertest.readzerobytesfromsource,0.0,False
679,6972.0,square-okhttp,okio.okbuffertest.originaldoesnotobservewritestoclone,0.0,False
690,6982.0,square-okhttp,okio.inflatersourcetest.inflatewellcompressed,0.0,False
698,6993.0,square-okhttp,okio.gzipsourcetest.gunzip_withname,0.0,False
702,6998.0,square-okhttp,okio.gzipsourcetest.gunzipwhencrcincorrect,0.0,False
712,7010.0,square-okhttp,okio.bytestringtest.toasciilowercasenouppercase,0.0,False
713,7011.0,square-okhttp,okio.bytestringtest.toasciialluppercase,0.0,False
740,7043.0,square-okhttp,okio.realbufferedsinktest.bufferedsinkflush,0.0,False
748,7051.0,square-okhttp,okio.realbufferedsinktest.closewithexceptionwhenwritingandclosing,0.0,False
758,7064.0,square-okhttp,com.squareup.okhttp.apache.okapacheclienttest.contentencoding,0.0,False
760,7066.0,square-okhttp,com.squareup.okhttp.apache.okapacheclienttest.jsontransparentgzipresponse,0.0,False
0,6045.0,square-okhttp,com.squareup.okhttp.internal.bitarraytest.hpackusecase,0.0,False
15,6061.0,square-okhttp,com.squareup.okhttp.requesttest.stringwithdefaultcharsetadded,0.0,False
17,6063.0,square-okhttp,com.squareup.okhttp.requesttest.bytearray,0.0,False
20,6068.0,square-okhttp,com.squareup.okhttp.dispatchertest.maxperhostzero,0.0,False
27,6075.0,square-okhttp,com.squareup.okhttp.dispatchertest.oldjobfinishesnewjobwithsamehoststarts,0.0,False
33,6085.0,square-okhttp,com.squareup.okhttp.asyncapitest.tls,0.0,False
35,6087.0,square-okhttp,com.squareup.okhttp.asyncapitest.post,0.0,False
41,6093.0,square-okhttp,com.squareup.okhttp.asyncapitest.canceledbeforeresponsereadisneverdelivered,0.0,False
49,6108.0,square-okhttp,com.squareup.okhttp.connectionpooltest.idleconnectionnotreturned,0.0,False
56,6115.0,square-okhttp,com.squareup.okhttp.connectionpooltest.recyclingnonaliveconnectionclosesthatconnection,0.0,False
75,6141.0,square-okhttp,com.squareup.okhttp.internal.http.responsecacheadaptertest.put_uriandclass,0.0,False
102,6192.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.responseheaders,1.0,False
107,6197.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.connectretriesuntilconnectedorfailed,1.0,False
