,id,nameProject,testCase,isFlaky,prediction
289,8012.0,Achilles,info.archinnov.achilles.internal.table.tablenamenormalizertest.should_exception_when_even_class_name_exceeeds_48_characters,False,False
296,8020.0,Achilles,info.archinnov.achilles.internal.metadata.transcoding.compoundtranscodertest.should_decode_from_components_with_injection_by_setters,False,False
297,8021.0,Achilles,info.archinnov.achilles.internal.metadata.transcoding.settranscodertest.should_encode,False,False
299,8023.0,Achilles,info.archinnov.achilles.internal.metadata.transcoding.simpletranscodertest.should_encode,False,False
307,8031.0,Achilles,info.archinnov.achilles.internal.metadata.transcoding.maptranscodertest.should_decode_key,False,False
309,8034.0,Achilles,info.archinnov.achilles.internal.metadata.transcoding.abstracttranscodertest.should_encode_primitive_byte_type,False,False
310,8035.0,Achilles,info.archinnov.achilles.internal.metadata.transcoding.abstracttranscodertest.should_encode_object_byte_type,False,False
329,8054.0,Achilles,info.archinnov.achilles.internal.metadata.transcoding.abstracttranscodertest.should_exception_by_default_on_decode_object,False,False
333,8058.0,Achilles,info.archinnov.achilles.internal.metadata.transcoding.abstracttranscodertest.should_exception_by_default_on_decode_map,False,False
355,8080.0,Achilles,info.archinnov.achilles.internal.metadata.holder.clusteringcomponentstest.should_exception_when_component_not_comparable_for_clustering_component,False,False
379,8110.0,Achilles,info.archinnov.achilles.internal.metadata.holder.entitymetatest.should_test,False,False
386,8117.0,Achilles,info.archinnov.achilles.internal.metadata.holder.counterpropertiestest.should_to_string,False,False
396,8128.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_get_fqcn,False,False
412,8144.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_get_component_classes,False,False
419,8151.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_force_encode_to_json,False,False
433,8165.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_get_clustering_component_classes,False,False
444,8176.0,Achilles,info.archinnov.achilles.internal.metadata.holder.embeddedidpropertiestest.should_get_clustering_component_names_and_classes,False,False
449,8182.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_determine_allowed_native_types,False,False
465,8198.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_parse_list,False,False
469,8202.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_infer_value_class_from_list,False,False
476,8209.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_infer_entity_class_from_interceptor,False,False
484,8222.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.entityparsertest.should_exception_when_entity_has_duplicated_column_name,False,False
498,8237.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.embeddedidparsertest.should_exception_when_embedded_id_has_inconsistent_compound_partition_key,False,False
504,8243.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyfiltertest.should_match_annotation,False,False
505,8244.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyfiltertest.should_match_annotation_and_name,False,False
525,8264.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.entityintrospectortest.should_get_inherited_field_by_annotation_and_name,False,False
531,8270.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.entityintrospectortest.should_find_consistency_level_by_default,False,False
536,8275.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.context.entityparsingcontexttest.should_determine_schema_update_status_for_table_from_map,False,False
539,8278.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.validator.propertyparsingvalidatortest.should_exception_when_duplicate_property_meta,False,False
551,8291.0,Achilles,info.archinnov.achilles.internal.metadata.discovery.achillesbootstrappertest.should_build_meta_data_with_field_level_constrained_bean,False,False
557,8297.0,Achilles,info.archinnov.achilles.internal.metadata.discovery.achillesbootstrappertest.should_add_event_interceptors_to_entity_metas,False,False
559,8306.0,Achilles,info.archinnov.achilles.internal.proxy.entityinterceptortest.should_return_key_when_invoking_id_getter,False,False
570,8317.0,Achilles,info.archinnov.achilles.internal.proxy.entityinterceptortest.should_set_simple_value,False,False
572,8319.0,Achilles,info.archinnov.achilles.internal.proxy.entityinterceptortest.should_set_list_value_to_null,False,False
578,8325.0,Achilles,info.archinnov.achilles.internal.proxy.entityinterceptorbuildertest.should_build_interceptor_with_eager_fields_already_loaded,False,False
596,8344.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.mapwrappertest.should_not_mark_dirty_on_remove_non_existing,False,False
601,8353.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.setwrappertest.should_not_mark_dirty_on_empty_add_all,False,False
604,8356.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.setwrappertest.should_return_true_on_contains,False,False
619,8373.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.listwrappertest.should_mark_dirty_on_add_all,False,False
627,8381.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.listwrappertest.should_get_element_at_index,False,False
634,8388.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.listwrappertest.should_return_true_on_is_empty,False,False
648,8405.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.builder.mapwrapperbuildertest.should_build,False,False
667,8428.0,Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_generate_update_for_remove_element_at_index,False,False
672,8433.0,Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_generate_update_for_remove_all,False,False
674,8435.0,Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_generate_update_for_assign_list_value,False,False
685,8447.0,Achilles,info.archinnov.achilles.internal.consistency.consistencyoverridertest.should_get_write_level_from_entity_meta,False,False
691,8453.0,Achilles,info.archinnov.achilles.internal.consistency.consistencyconvertertest.should_exception_when_no_cql_level,False,False
720,8485.0,Achilles,info.archinnov.achilles.internal.context.configurationcontexttest.should_get_mapper_for_type,False,False
728,8496.0,Achilles,info.archinnov.achilles.internal.context.daocontexttest.should_push_insert,False,False
736,8504.0,Achilles,info.archinnov.achilles.internal.context.daocontexttest.should_load_property,False,False
738,8506.0,Achilles,info.archinnov.achilles.internal.context.daocontexttest.should_execute_query,False,False
864,8648.0,Achilles,info.archinnov.achilles.internal.persistence.operations.counterpersistertest.should_not_persist_counters_if_no_delta,False,False
870,8654.0,Achilles,info.archinnov.achilles.internal.cql.typemappertest.should_get_string_value_from_row,False,False
879,8667.0,Achilles,info.archinnov.achilles.internal.statement.wrapper.regularstatementwrappertest.should_throw_exception_on_cas_error,False,False
899,8692.0,Achilles,info.archinnov.achilles.internal.statement.slicequerystatementgeneratortest.should_generate_where_clause,False,False
909,8705.0,Achilles,info.archinnov.achilles.internal.statement.cache.statementcachekeytest.should_be_equals,False,False
915,8711.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementgeneratortest.should_prepare_update_fields_with_clustered_id_ps,False,False
916,8712.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementgeneratortest.should_exception_when_preparing_select_for_counter_type,False,False
921,8717.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementgeneratortest.should_remove_entity_having_counter,False,False
934,8731.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_insert_with_simple_id,False,False
942,8739.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_clustered_counter_increment_decrement,False,False
944,8741.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_clustered_counter_delete,False,False
946,8743.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_assign_value_to_set,False,False
954,8751.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_set_element_at_index_to_list,False,False
983,8781.0,Achilles,info.archinnov.achilles.internal.reflection.reflectioninvokertest.should_not_set_value_when_null_field,False,False
988,8786.0,Achilles,info.archinnov.achilles.internal.reflection.reflectioninvokertest.should_get_primary_key,False,False
990,8788.0,Achilles,info.archinnov.achilles.internal.reflection.reflectioninvokertest.should_return_null_key_when_null_entity,False,False
998,8796.0,Achilles,info.archinnov.achilles.internal.reflection.objectinstantiatortest.should_instantiate_class_without_public_constructor,False,False
1005,8805.0,Achilles,info.archinnov.achilles.integration.spring.persistencemanagerfactorybeantest.should_exception_when_no_keyspace_name_set,False,False
1012,8812.0,Achilles,info.archinnov.achilles.junit.achillesresourcetest.should_bootstrap_embedded_server_and_entity_manager,False,False
1029,8832.0,Achilles,info.archinnov.achilles.test.integration.tests.clusteredentityit.should_persist_with_ttl,True,True
1036,8839.0,Achilles,info.archinnov.achilles.test.integration.tests.clusteredentityit.should_query_with_default_params,False,False
1046,8849.0,Achilles,info.archinnov.achilles.test.integration.tests.clusteredentityit.should_remove_with_default_params,False,False
6,7711.0,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_map,False,False
8,7713.0,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_table_with_composite_partition_key,False,False
12,7717.0,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_exception_when_no_clustering_order_provided,False,False
29,7734.0,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_fail_if_keyspace_name_is_a_reserved_keyword,False,False
30,7735.0,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_fail_if_table_name_is_a_reserved_keyword,False,False
45,7750.0,Achilles,info.archinnov.achilles.schemabuilder.altertest.should_fail_if_altered_column_is_a_reserved_keyword,False,False
57,7762.0,Achilles,info.archinnov.achilles.type.optionstest.should_duplicate_with_new_timestamp,False,False
92,7800.0,Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_get_n,False,False
93,7801.0,Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_get_first,False,False
107,7815.0,Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_remove_n,False,False
108,7816.0,Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_remove_first,False,False
124,7835.0,Achilles,info.archinnov.achilles.query.slice.slicequeryvalidatortest.should_exception_when_too_many_start_components,False,False
135,7847.0,Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_get_cql_consistency_level,False,False
138,7850.0,Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_get_ordering_asc,False,False
140,7852.0,Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_get_components_name,False,False
186,7902.0,Achilles,info.archinnov.achilles.persistence.persistencemanagertest.should_return_raw_typed_query_builder,False,False
189,7905.0,Achilles,info.archinnov.achilles.persistence.persistencemanagertest.should_serialize_to_json,False,False
209,7928.0,Achilles,info.archinnov.achilles.configuration.argumentextractortest.should_init_empty_entity_packages,False,False
234,7953.0,Achilles,info.archinnov.achilles.configuration.argumentextractortest.should_return_default_validator,False,False
236,7955.0,Achilles,info.archinnov.achilles.configuration.argumentextractortest.should_return_null_when_bean_validation_not_configured,False,False
256,7977.0,Achilles,info.archinnov.achilles.internal.table.columnmetadatacomparatortest.should_fail_if_not_same_column_name,False,False
263,7985.0,Achilles,info.archinnov.achilles.internal.table.tableupdatertest.should_update_table_with_new_list_field,False,False
292,8016.0,Achilles,info.archinnov.achilles.internal.metadata.transcoding.compoundtranscodertest.should_encode_to_null_components,False,False
323,8048.0,Achilles,info.archinnov.achilles.internal.metadata.transcoding.abstracttranscodertest.should_exception_by_default_on_encode_key,False,False
331,8056.0,Achilles,info.archinnov.achilles.internal.metadata.transcoding.abstracttranscodertest.should_exception_by_default_on_decode_list,False,False
347,8072.0,Achilles,info.archinnov.achilles.internal.metadata.holder.entitymetabuildertest.should_build_meta_with_column_family_name,False,False
356,8081.0,Achilles,info.archinnov.achilles.internal.metadata.holder.clusteringcomponentstest.should_skip_validation_when_null_clustering_value,False,False
373,8098.0,Achilles,info.archinnov.achilles.internal.metadata.holder.entitymetatest.should_encode_cas_condition_value,False,False
380,8111.0,Achilles,info.archinnov.achilles.internal.metadata.holder.partitioncomponentstest.should_validate_partition_components,False,False
388,8120.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetabuildertest.should_build_compound_id,False,False
406,8138.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_get_partition_key_field,False,False
407,8139.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_return_null_when_no_partition_key_field,False,False
414,8146.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_return_true_for_is_embedded_id,False,False
421,8153.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_force_decode_from_json_to_type,False,False
425,8157.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_exception_when_asking_partition_key_on_non_embedded_id_field,False,False
429,8161.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_get_map_value_from_field,False,False
432,8164.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_get_empty_clustering_component_names,False,False
435,8167.0,Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_return_true_for_is_component_time_uuid,False,False
440,8172.0,Achilles,info.archinnov.achilles.internal.metadata.holder.embeddedidpropertiestest.should_to_string,False,False
442,8174.0,Achilles,info.archinnov.achilles.internal.metadata.holder.embeddedidpropertiestest.should_get_reversed_component,False,False
443,8175.0,Achilles,info.archinnov.achilles.internal.metadata.holder.embeddedidpropertiestest.should_return_null_if_no_ordering_component,False,False
453,8186.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_parse_embedded_id,False,False
459,8192.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_parse_counter_property_with_consistency_level,False,False
464,8197.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_parse_index,False,False
467,8200.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_parse_map,False,False
497,8236.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.embeddedidparsertest.should_parse_embedded_id_with_compound_partition_key,False,False
529,8268.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.entityintrospectortest.should_infer_column_family_from_default_name_when_empty_annotation_name,False,False
540,8279.0,Achilles,info.archinnov.achilles.internal.metadata.parsing.validator.propertyparsingvalidatortest.should_exception_when_map_not_parameterized,False,False
556,8296.0,Achilles,info.archinnov.achilles.internal.metadata.discovery.achillesbootstrappertest.should_build_dao_context,False,False
568,8315.0,Achilles,info.archinnov.achilles.internal.proxy.entityinterceptortest.should_return_null_for_map_property,False,False
577,8324.0,Achilles,info.archinnov.achilles.internal.proxy.entityinterceptortest.should_load_clustered_counter,False,False
582,8330.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.mapwrappertest.should_get_value,False,False
587,8335.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.mapwrappertest.should_not_mark_dirty_when_clear_on_empty_map,False,False
592,8340.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.mapwrappertest.should_not_mark_dirty_on_remove_from_keyset_iterator,False,False
593,8341.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.mapwrappertest.should_mark_dirty_on_put,False,False
603,8355.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.setwrappertest.should_not_mark_dirty_on_clear_when_empty,False,False
615,8367.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.setwrappertest.should_return_array,False,False
616,8368.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.setwrappertest.should_return_array_with_argument,False,False
622,8376.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.listwrappertest.should_exception_when_adding_at_index,False,False
635,8389.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.listwrappertest.should_return_copy_of_iterator,False,False
641,8395.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.listwrappertest.should_not_mark_dirty_on_retain_all_when_all_match,False,False
649,8407.0,Achilles,info.archinnov.achilles.internal.proxy.wrapper.builder.setwrapperbuildertest.should_build,False,False
654,8413.0,Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_get_encoded_set_changes,False,False
655,8415.0,Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_get_encoded_map_changes,False,False
658,8419.0,Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_generate_update_for_removed_elements,False,False
669,8430.0,Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_generate_update_for_added_entries_with_bind_marker,False,False
671,8432.0,Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_generate_update_for_removed_key_with_bind_marker,False,False
675,8436.0,Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_generate_update_for_assign_list_value_with_bind_marker,False,False
701,8465.0,Achilles,info.archinnov.achilles.internal.context.batchingflushcontexttest.should_start_batch,False,False
708,8472.0,Achilles,info.archinnov.achilles.internal.context.batchingflushcontexttest.should_duplicate_with_no_data_but_consistency,False,False
710,8475.0,Achilles,info.archinnov.achilles.internal.context.immediateflushcontexttest.should_return_immediate_type,False,False
713,8478.0,Achilles,info.archinnov.achilles.internal.context.immediateflushcontexttest.should_flush,False,False
717,8482.0,Achilles,info.archinnov.achilles.internal.context.immediateflushcontexttest.should_trigger_interceptor,False,False
727,8494.0,Achilles,info.archinnov.achilles.internal.context.persistencecontextfactorytest.should_create_new_context_for_slice_query,False,False
729,8497.0,Achilles,info.archinnov.achilles.internal.context.daocontexttest.should_push_update,False,False
732,8500.0,Achilles,info.archinnov.achilles.internal.context.daocontexttest.should_push_list_remove_at_index_update,False,False
752,8520.0,Achilles,info.archinnov.achilles.internal.context.daocontexttest.should_execute_batch,False,False
760,8530.0,Achilles,info.archinnov.achilles.internal.validation.validatortest.should_exception_when_string_null,False,False
761,8531.0,Achilles,info.archinnov.achilles.internal.validation.validatortest.should_exception_when_null,False,False
770,8540.0,Achilles,info.archinnov.achilles.internal.validation.validatortest.should_exception_when_interface,False,False
771,8541.0,Achilles,info.archinnov.achilles.internal.validation.validatortest.should_exception_when_abstract_class,False,False
774,8544.0,Achilles,info.archinnov.achilles.internal.validation.validatortest.should_exception_when_map_size_does_not_match,False,False
777,8548.0,Achilles,info.archinnov.achilles.internal.persistence.operations.entityloadertest.should_load_simple_entity,False,False
783,8554.0,Achilles,info.archinnov.achilles.internal.persistence.operations.internalcounterbuildertest.should_build_counter_with_null_initial_value,False,False
784,8555.0,Achilles,info.archinnov.achilles.internal.persistence.operations.internalcounterbuildertest.should_increment,False,False
785,8556.0,Achilles,info.archinnov.achilles.internal.persistence.operations.internalcounterbuildertest.should_decrement,False,False
794,8566.0,Achilles,info.archinnov.achilles.internal.persistence.operations.entityvalidatortest.should_validate_clustered_id,False,False
818,8591.0,Achilles,info.archinnov.achilles.internal.persistence.operations.counterloadertest.should_load_clustered_counters,False,False
868,8652.0,Achilles,info.archinnov.achilles.internal.cql.typemappertest.should_convert_java_to_cql_type,False,False
872,8656.0,Achilles,info.archinnov.achilles.internal.cql.typemappertest.should_return_long_as_compatible_java_type,False,False
891,8681.0,Achilles,info.archinnov.achilles.internal.statement.statementgeneratortest.should_generate_set_element_at_index_to_list_with_cas_conditions,False,False
919,8715.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementgeneratortest.should_remove_entity_having_single_key,False,False
920,8716.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementgeneratortest.should_remove_entity_having_clustered_key,False,False
933,8729.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementgeneratortest.should_prepare_statement_to_remove_entry_from_map,False,False
937,8734.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_with_only_pk_in_where_clause,False,False
945,8742.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_remove_all_from_collection_and_map,False,False
949,8746.0,Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_add_element_to_set,False,False
971,8769.0,Achilles,info.archinnov.achilles.internal.reflection.rowmethodinvokertest.should_exception_when_invoking_list_getter_from_row,False,False
972,8770.0,Achilles,info.archinnov.achilles.internal.reflection.rowmethodinvokertest.should_exception_when_invoking_set_getter_from_row,False,False
980,8778.0,Achilles,info.archinnov.achilles.internal.reflection.reflectioninvokertest.should_get_value_from_null_field,False,False
989,8787.0,Achilles,info.archinnov.achilles.internal.reflection.reflectioninvokertest.should_exception_when_getting_primary_key,False,False
1010,8810.0,Achilles,info.archinnov.achilles.junit.achillesresourcebuildertest.should_create_resources_once,False,False
1026,8829.0,Achilles,info.archinnov.achilles.test.integration.achillesinternalcqlresourcetest.should_bootstrap_embedded_server_and_entity_manager,False,False
1044,8847.0,Achilles,info.archinnov.achilles.test.integration.tests.clusteredentityit.should_iterate_with_custom_params,False,False
1049,8854.0,Achilles,info.archinnov.achilles.test.integration.tests.secondaryindexit.should_return_entities_for_indexed_query,True,False
1050,8855.0,Achilles,info.archinnov.achilles.test.integration.tests.secondaryindexit.should_find_entities_for_indexed_enum_query,False,False
20,7725.0,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_table_with_speculative_retry_in_percentile,False,False
26,7731.0,Achilles,info.archinnov.achilles.schemabuilder.createtest.should_fail_if_same_clustering_and_static_column,False,False
37,7742.0,Achilles,info.archinnov.achilles.schemabuilder.altertest.should_alter_column_type_with_keyspace,False,False
51,7756.0,Achilles,info.archinnov.achilles.schemabuilder.droptest.should_drop_table_with_keyspace_if_exists,False,False
77,7784.0,Achilles,info.archinnov.achilles.query.slice.slicequerybuildertest.should_set_from_embedded_id_and_create_builder,False,False
83,7791.0,Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_set_clustering_to,False,False
85,7793.0,Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_exception_when_null_ordering,False,False
88,7796.0,Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_set_consistency_level,False,False
98,7806.0,Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_get_last,False,False
113,7821.0,Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_remove_last_with_clustering_components,False,False
127,7839.0,Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_get_fixed_components_when_same_size,False,False
130,7842.0,Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_get_last_components_when_same_size,False,False
133,7845.0,Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_get_last_components_when_end_more_than_start,False,False
142,7854.0,Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_get_meta,False,False
152,7865.0,Achilles,info.archinnov.achilles.query.typed.typedquerytest.should_get_all_managed_with_select_star,False,False
164,7880.0,Achilles,info.archinnov.achilles.persistence.persistencemanagertest.should_remove,False,False
176,7892.0,Achilles,info.archinnov.achilles.persistence.persistencemanagertest.should_initialize_set_of_entities,False,False
179,7895.0,Achilles,info.archinnov.achilles.persistence.persistencemanagertest.should_remove_proxy_for_set_of_entities,False,False
185,7901.0,Achilles,info.archinnov.achilles.persistence.persistencemanagertest.should_return_typed_query_builder,False,False
195,7912.0,Achilles,info.archinnov.achilles.persistence.persistencemanagerfactorytest.should_deserialize_from_json,False,False
197,7915.0,Achilles,info.archinnov.achilles.persistence.batchtest.should_start_batch_with_consistency_level,False,False
230,7949.0,Achilles,info.archinnov.achilles.configuration.argumentextractortest.should_init_session,False,False
243,7963.0,Achilles,info.archinnov.achilles.internal.table.tablecreatortest.should_create_complete_table,False,False
246,7966.0,Achilles,info.archinnov.achilles.internal.table.tablecreatortest.should_create_indices_scripts_with_custom_name,False,False
247,7967.0,Achilles,info.archinnov.achilles.internal.table.tablecreatortest.should_create_clustered_table,False,False
249,7969.0,Achilles,info.archinnov.achilles.internal.table.tablecreatortest.should_exception_when_table_does_not_exist,False,False
