id,projectName,testCase,isFlaky,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
8900,undertow-io-undertow,io.undertow.server.security.spnegoauthenticationtestcase.testspnegosuccess,1,1,1,0,0,1,0,0,1,66.0,8.0,29.0,3.886,431,81,1,1,2,2,2,2,2,3,23
8903,undertow-io-undertow,io.undertow.server.security.spnegobasicauthenticationtestcase.testbasicsuccess,0,0,0,0,0,1,0,0,0,5.0,0.0,11.0,0.04,183,61,1,1,1,1,1,1,2,3,1
8904,undertow-io-undertow,io.undertow.server.security.spnegobasicauthenticationtestcase.testbadusername,0,0,0,0,0,1,0,0,0,5.0,0.0,10.0,0.05,179,59,1,1,1,1,1,1,2,3,1
8905,undertow-io-undertow,io.undertow.server.security.spnegobasicauthenticationtestcase.testbadpassword,0,0,0,0,0,1,0,0,0,5.0,0.0,11.0,2.187,390,80,1,1,1,1,1,1,2,3,1
8908,undertow-io-undertow,io.undertow.server.handlers.metricshandlertestcase.testmetrics,0,1,0,0,1,1,0,0,1,31.0,9.0,11.0,2.967,310,56,0,1,1,1,1,1,2,3,1
8913,undertow-io-undertow,io.undertow.server.handlers.sendertestcase.testasyncsender,0,1,0,0,0,1,0,0,0,17.0,2.0,16.0,1.297,112,43,0,1,1,1,1,1,2,3,3
8914,undertow-io-undertow,io.undertow.server.handlers.sendertestcase.testasynctransfer,0,1,0,0,0,1,1,1,1,23.0,2.0,19.0,7.012,128,40,0,1,1,1,1,1,2,3,1
8915,undertow-io-undertow,io.undertow.server.handlers.sendertestcase.testsynctransfer,0,1,0,0,0,1,1,1,1,23.0,2.0,24.0,11.987,333,55,0,1,1,1,1,1,2,3,1
8916,undertow-io-undertow,io.undertow.server.handlers.sendertestcase.testblockingsender,0,1,0,0,0,1,0,0,0,17.0,2.0,14.0,0.099,126,41,0,1,1,1,1,1,2,3,3
8917,undertow-io-undertow,io.undertow.server.handlers.sendertestcase.testsendersetscontentlength,0,1,0,0,0,1,0,0,0,15.0,4.0,11.0,0.019,113,43,0,1,1,1,1,1,2,3,3
8919,undertow-io-undertow,io.undertow.server.handlers.datehandlertestcase.testdatehandler,1,1,0,0,0,1,0,0,0,25.0,7.0,5.0,4.225,302,48,0,1,1,1,1,1,2,3,1
8923,undertow-io-undertow,io.undertow.server.handlers.httpcontinueacceptinghandlertestcase.testhttpcontinuerejected,0,0,0,0,0,0,0,0,1,19.0,1.0,7.0,2.763,286,51,0,1,1,1,1,1,2,3,9
8924,undertow-io-undertow,io.undertow.server.handlers.httpcontinueacceptinghandlertestcase.testhttpcontinueaccepted,0,1,0,0,0,0,0,0,1,20.0,2.0,14.0,0.144,167,55,0,1,1,1,1,1,2,2,5
8927,undertow-io-undertow,io.undertow.server.handlers.proxy.loadbalancingproxytestcase.testloadshared,0,1,0,0,0,1,0,0,0,18.0,3.0,11.0,0.114,266,89,0,1,1,1,1,1,2,4,10
8928,undertow-io-undertow,io.undertow.server.handlers.proxy.loadbalancingproxytestcase.testloadsharedwithservershutdown,1,1,0,0,0,1,0,0,1,22.0,3.0,12.0,0.41,325,90,0,1,1,1,1,1,4,4,7
8929,undertow-io-undertow,io.undertow.server.handlers.proxy.loadbalancingproxytestcase.teststickeysessions,0,1,0,0,1,0,0,0,0,16.0,2.0,21.0,2.982,566,122,0,1,1,1,1,1,3,4,2
8932,undertow-io-undertow,io.undertow.server.handlers.caching.cachehandlertestcase.testbasicpathbasedcaching,0,1,0,0,1,1,0,0,0,33.0,10.0,10.0,2.739,350,70,0,1,1,1,1,1,2,3,1
8943,undertow-io-undertow,io.undertow.server.handlers.file.contentencodedresourcetestcase.testfileiscompressed,0,1,0,0,1,0,1,0,1,28.0,6.0,12.0,2.939,545,90,0,1,1,1,1,2,2,3,0
8945,undertow-io-undertow,io.undertow.server.handlers.error.simpleerrorpagehandlertestcase.testsimpleerrorpageisgenerated,0,1,0,0,0,0,0,0,0,17.0,2.0,5.0,2.533,297,52,0,1,1,1,1,1,2,3,2
8946,undertow-io-undertow,io.undertow.server.handlers.error.fileerrorpagehandlertestcase.testfilebasederrorpageisgenerated,0,1,0,0,0,0,0,0,0,17.0,2.0,6.0,2.776,306,48,0,1,1,1,1,1,2,4,2
