id,projectName,test_name,isFlaky,tokenList,java_keywords,javaKeysCounter,abstract_keyword,assert_keyword,boolean_keyword,break_keyword,byte_keyword,case_keyword,catch_keyword,char_keyword,class_keyword,continue_keyword,default_keyword,do_keyword,double_keyword,else_keyword,enum_keyword,exports_keyword,extends_keyword,final_keyword,finally_keyword,float_keyword,for_keyword,if_keyword,implements_keyword,import_keyword,instanceof_keyword,int_keyword,interface_keyword,long_keyword,modules_keyword,native_keyword,new_keyword,package_keyword,private_keyword,protected_keyword,public_keyword,requires_keyword,return_keyword,short_keyword,static_keyword,strictfp_keyword,super_keyword,switch_keyword,synchronized_keyword,this_keyword,throw_keyword,throws_keyword,transient_keyword,try_keyword,void_keyword,volatile_keyword,while_keyword,true_keyword,null_keyword,false_keyword,const_keyword,goto_keyword
12700,apache-hbase,org.apache.hadoop.hbase.io.testheapsize.testsizes,0,"['skip', 'put', 'to', 'map', 'keyvalue', 'equals', 'fixed', 'per', 'copy', 'classsize', 'cached', 'ioexception', 'lock', 'bytebuffer', 'key', 'cache', 'atomic', 'base', 'buffer', 'store', 'block', 'unchecked', 'bytes', 'reentrant', 'write', 'deep', 'region', 'kv', 'tobytes', 'array', 'mem', 'testsizes', 'heapsize', 'list', 'actual', 'suppress', 'string', 'treemap', 'exception', 'reentrantreadwritelock', 'estimate', 'heap', 'byte', 'lru', 'long', 'concurrent', 'set', 'class', 'cachedblock', 'expected', 'read', 'warnings', 'overhead', 'hregion', 'estimatebase', 'memstore', 'size', 'cl', '0l', 'test', 'copyonwritearrayset', 'value', 'on', 'concurrentskiplistmap', 'suppresswarnings', 'assertequals', 'sizes', 'atomiclong', 'assert', 'lrublockcache', 'copyonwritearraylist']","['null', 'long', 'long', 'class', 'false', 'new', 'if', 'true', 'class', 'false', 'new', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'class', 'false', 'class', 'false', 'if', 'true', 'class', 'true', 'class', 'true', 'class', 'false', 'if', 'true', 'false', 'class', 'false', 'class', 'false', 'class', 'false', 'class', 'false', 'class', 'false', 'class', 'false', 'if', 'true', 'class', 'true', 'class', 'true', 'class', 'true', 'class', 'true', 'class', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'public', 'void', 'throws']",69,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,1,16,0,0
12701,apache-hbase,org.apache.hadoop.hbase.io.testimmutablebyteswritable.testcomparison,0,"['testcomparison', 'exception', 'aa', 'test', 'run', 'runtests', 'comparison', 'aaa', 'tests']","['public', 'void', 'throws']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12708,apache-hbase,org.apache.hadoop.hbase.io.testhbaseobjectwritable.testreadobjectdatainputconfiguration,0,"['unsupported', 'hello', 'length', 'universe', 'to', 'toarray', 'arraylist', 'equals', 'filter', 'writable', 'hconstants', 'type', 'ioexception', 'empty', 'asserttrue', 'conf', 'getbytes', 'file', 'add', 'base', 'assertarrayequals', 'data', 'get', 'bytes', 'array', 'do', 'unsupportedoperationexception', 'uoe', 'input', 'comparebytes', 'configuration', 'list', 'constants', 'suppress', 'operation', 'string', 'testreadobjectdatainputconfiguration', 'prefixfilter', 'count', 'result', 'exception', 'boxing', 'compare', 'byte', 'world', 'class', 'writablecomparator', 'dotype', 'read', 'warnings', 'prefix', 'obj', 'getclass', 'object', 'text', 'testing', 'comparator', 'hbaseconfiguration', 'test', 'arr', 'suppresswarnings', 'assert', 'true']","['new', 'final', 'int', 'int', 'class', 'final', 'byte', 'byte', 'byte', 'boolean', 'false', 'try', 'new', 'class', 'catch', 'true', 'final', 'byte', 'byte', 'new', 'byte', 'byte', 'class', 'byte', 'new', 'class', 'instanceof', 'new', 'class', 'instanceof', 'new', 'class', 'instanceof', 'new', 'class', 'instanceof', 'public', 'void', 'throws']",39,0,0,1,0,8,0,1,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,2,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
12710,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testbackgroundevictionthread,1,"['equals', 'fixed', 'default', 'run', 'asserttrue', 'cache', 'blocksize', 'testbackgroundevictionthread', 'block', 'sleep', 'blockname', 'get', 'getevictioncount', 'cacheblock', 'calculateblocksizedefault', 'max', 'count', 'generatefixedblocks', 'println', 'exception', 'thread', 'lru', 'name', 'true', 'system', 'calculate', 'size', 'blocks', 'background', 'eviction', 'test', 'maxsize', 'buf', 'evictions', 'assertequals', 'assert', 'lrublockcache', 'generate']","['long', 'long', 'new', 'for', 'int', 'while', 'public', 'void', 'throws']",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
12711,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcachesimple,0,"['runtimeexception', 'simple', 'equals', 'capacity', 'default', 're-caching', 'asserttrue', 'bytebuffer', 'cache', 'blocksize', 'buffer', 'block', 'get', 'blockname', 'getevictioncount', 'cacheblock', 'calculateblocksizedefault', 'getblock', 'heapsize', 'lrublockcache', 'max', 'count', 'exception', 'byte', 'heap', 'expectedcachesize', 'lru', 'name', 'expected', 'generaterandomblocks', 'testcachesimple', 'runtime', 'calculate', 'size', 'blocks', 'eviction', 'random', 'test', 'maxsize', 'buf', 'assertequals', 'assert', 'true', 'generate', 'allow']","['long', 'long', 'new', 'long', 'for', 'null', 'for', 'for', 'null', 'for', 'try', 'false', 'catch', 'for', 'null', 'public', 'void', 'throws']",18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0
12712,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcacheevictionsimple,0,"['length', 'simple', 'equals', 'fixed', 'default', 'asserttrue', 'cache', 'blocksize', 'block', 'blockname', 'get', 'getevictioncount', 'cacheblock', 'calculateblocksizedefault', 'testcacheevictionsimple', 'getblock', 'heapsize', 'acceptable', 'max', 'count', 'generatefixedblocks', 'exception', 'heap', 'expectedcachesize', 'lru', 'name', 'expected', 'true', 'calculate', 'size', 'blocks', 'eviction', 'test', 'maxsize', 'buf', 'assertequals', 'assert', 'lrublockcache', 'generate', 'factor']","['long', 'long', 'new', 'false', 'long', 'for', 'null', 'null', 'for', 'int', 'public', 'void', 'throws']",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0
12713,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcacheevictiontwopriorities,0,"['equals', 'fixed', 'default', 'asserttrue', 'cache', 'multi', 'blocksize', 'block', 'blockname', 'get', 'two', 'getevictioncount', 'testcacheevictiontwopriorities', 'cacheblock', 'calculateblocksizedefault', 'singleblocks', 'getblock', 'heapsize', 'acceptable', 'getevictedcount', 'max', 'count', 'generatefixedblocks', 'exception', 'heap', 'expectedcachesize', 'lru', 'single', 'priorities', 'name', 'expected', 'true', 'evicted', 'calculate', 'size', 'blocks', 'eviction', 'test', 'maxsize', 'buf', 'multiblocks', 'assertequals', 'assert', 'lrublockcache', 'generate', 'factor']","['long', 'long', 'new', 'false', 'long', 'for', 'for', 'null', 'null', 'for', 'int', 'public', 'void', 'throws']",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0
12714,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcacheevictionthreepriorities,0,"['equals', 'fixed', 'default', 'bigblocks', 'ceil', 'cache', 'level', 'blocksize', 'multi', 'block', 'memoryblocks', 'blockname', 'get', 'three', 'assert', 'generate', 'calculateblocksize', 'big', 'getevictioncount', 'cacheblock', '34f', 'singleblocks', 'getblock', 'heapsize', 'load', 'getevictedcount', 'max', 'count', 'generatefixedblocks', 'exception', 'heap', 'expectedcachesize', 'lru', 'single', 'priorities', 'testcacheevictionthreepriorities', 'name', 'expected', 'evicted', 'memory', 'calculate', 'size', '98f', 'blocks', 'eviction', 'test', 'concurrency', 'maxsize', 'buf', 'multiblocks', 'assertequals', 'math', '33f', 'lrublockcache', '99f', 'factor']","['long', 'long', 'new', 'false', 'int', 'long', 'for', 'int', 'true', 'null', 'null', 'true', 'null', 'null', 'null', 'null', 'null', 'null', 'null', 'true', 'null', 'null', 'null', 'public', 'void', 'throws']",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,12,1,0,0
12715,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testscanresistance,0,"['equals', 'fixed', 'default', 'ceil', 'cache', 'level', 'blocksize', 'multi', 'block', 'blockname', 'get', 'testscanresistance', 'assert', 'generate', 'calculateblocksize', 'getevictioncount', 'cacheblock', '34f', 'singleblocks', 'getblock', 'load', 'getevictedcount', 'max', 'count', '66f', 'generatefixedblocks', 'exception', 'lru', 'single', 'name', 'evicted', 'calculate', 'size', 'scan', 'blocks', 'eviction', 'test', 'resistance', 'concurrency', 'maxsize', 'buf', 'multiblocks', 'assertequals', 'math', '33f', 'lrublockcache', '99f', 'factor']","['long', 'long', 'new', 'false', 'int', 'for', 'for', 'int', 'null', 'null', 'null', 'null', 'for', 'int', 'public', 'void', 'throws']",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0
12716,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testresizeblockcache,0,"['setmaxsize', '5f', 'equals', 'fixed', 'default', 'ceil', 'cache', 'level', 'blocksize', 'multi', 'block', 'memoryblocks', 'blockname', 'get', 'assert', 'generate', 'calculateblocksize', 'getevictioncount', 'cacheblock', '34f', 'singleblocks', 'getblock', 'load', 'getevictedcount', 'max', 'count', 'generatefixedblocks', 'exception', 'set', 'lru', 'single', 'name', 'evicted', 'memory', 'calculate', 'size', '98f', 'blocks', 'resize', 'eviction', 'test', 'concurrency', 'maxsize', 'buf', 'multiblocks', 'testresizeblockcache', 'assertequals', 'math', '33f', 'lrublockcache', '99f', 'factor']","['long', 'long', 'new', 'false', 'int', 'for', 'int', 'true', 'long', 'for', 'int', 'null', 'null', 'null', 'for', 'int', 'public', 'void', 'throws']",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,1,0,0
12722,apache-hbase,org.apache.hadoop.hbase.io.hfile.testcachedblockqueue.testqueue,0,"['equals', 'cached', 'org', 'add', 'block', 'get', 'hadoop', 'cb', 'hfile', 'getname', 'heapsize', 'testqueue', 'io', 'exception', 'heap', 'hbase', 'cachedblock', 'expected', 'name', 'expectedsize', 'size', 'blocks', 'queue', 'test', 'cachedblockqueue', 'apache', 'assertequals', 'assert']","['new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'long', 'public', 'void', 'throws']",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12723,apache-hbase,org.apache.hadoop.hbase.io.hfile.testcachedblockqueue.testqueuesmallblockedgecase,0,"['case', 'per', 'equals', 'cached', 'org', 'testqueuesmallblockedgecase', 'add', 'block', 'get', 'hadoop', 'cb', 'hfile', 'getname', 'heapsize', 'io', 'exception', 'heap', 'hbase', 'edge', 'cachedblock', 'expected', 'name', 'overhead', 'expectedsize', 'small', 'size', 'blocks', 'queue', 'test', 'cachedblockqueue', 'apache', 'assertequals', 'assert']","['new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'long', 'public', 'void', 'throws']",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12724,apache-hbase,org.apache.hadoop.hbase.master.testservermanager.testisdead,0,"['assertfalse', 'is', 'asserttrue', 'add', 'false', 'servermanager', 'servers', 'string', 'set', 'true', 'one', 'manager', 'server', 'deadservers', 'dead', 'hashset', 'isdead', 'testisdead', 'test', 'hash', 'assert', 'hostname']","['new', 'final', 'false', 'true', 'false', 'true', 'true', 'true', 'public', 'void']",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0
12727,apache-hbase,org.apache.hadoop.hbase.master.testregionserveroperationqueue.testnothing,0,"['nothing', 'testnothing', 'test', 'exception']","['public', 'void', 'throws']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12732,apache-hbase,org.apache.hadoop.hbase.master.testoldlogscleaner.testlogcleaning,0,"['length', 'mkdirs', 'equals', 'createnewfile', 'hconstants', 'status', 'path', 'gettestdir', 'atomic', 'file', 'atomicboolean', 'old', 'get', 'currenttimemillis', 'filesystem', 'hlog', 'new', 'stop', 'boolean', 'list', 'configuration', 'log', 'constants', 'oldlogscleaner', 'exception', 'current', 'getconfiguration', 'liststatus', 'create', 'oldlogdir', 'name', 'dat', 'system', 'hregion', 'testlogcleaning', 'cleaner', 'millis', 'fs', 'chore', 'cleaning', 'test', 'delete', 'assertequals', 'util', 'time', 'assert', 'dir', 'logs']","['new', 'new', 'false', 'new', 'long', 'true', 'new', 'new', 'new', 'for', 'int', 'new', 'new', 'public', 'void', 'throws']",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
12735,apache-hbase,org.apache.hadoop.hbase.util.testkeying.testuri,0,"['www', 'https', 'html', 'dns', 'bin', 'java', 'usr', 'file', 'ftp', 'middle', 'com', 'two', 'three', 'check', 'testuri', 'powerset', 'filename', 'something', 'example', 'exception', 'index', 'one', 'transform', 'checktransform', 'http', 'test', 'query']","['public', 'void', 'throws']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12737,apache-hbase,org.apache.hadoop.hbase.util.testbytes.testnullhashcode,0,"['bytes', 'null', 'exception', 'assert', 'assertnotnull', 'not', 'test', 'code', 'hash', 'hashcode', 'ee', 'testnullhashcode']","['byte', 'null', 'null', 'try', 'catch', 'public', 'void']",7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
12738,apache-hbase,org.apache.hadoop.hbase.util.testbytes.testsplit,0,"['length', 'to', 'equals', 'asserttrue', 'middle', 'bytes', 'eee', 'lowest', 'split', 'tobytes', 'testsplit', 'string', 'println', 'exception', 'parts', 'tostring', 'highest', 'ccc', 'system', 'test', 'aaa', 'ddd', 'assertequals', 'assert', 'true']","['byte', 'byte', 'byte', 'byte', 'for', 'int', 'for', 'int', 'public', 'void', 'throws']",11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12739,apache-hbase,org.apache.hadoop.hbase.util.testbytes.testsplit2,0,"['length', 'to', 'equals', 'asserttrue', 'middle', 'bytes', 'lowest', 'split', 'tobytes', 'testsplit', 'string', 'println', 'exception', 'parts', 'tostring', 'highest', 'system', 'http', 'test', 'assertequals', 'assert', 'true']","['byte', 'byte', 'byte', 'byte', 'for', 'int', 'public', 'void', 'throws']",9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
